id,project_name,contract_name,contract_amount,buyer,supplier,procurement_method
239,吴忠市红寺堡区住房和城乡建设局吴忠市红寺堡区乡镇污水处理站运营维护项目,吴忠市红寺堡区住房和城乡建设局吴忠市红寺堡区乡镇污水处理站运营维护项目,235.38,吴忠市红寺堡区住房和城乡建设局,未知,公开招标
240,平和县医院手术室用设备采购项目,平和县医院手术室用设备采购项目,57.68,平和县医院,未知,公开招标
241,zycgr24041501KHz飞秒激光系统采购,zycgr24041501KHz飞秒激光系统采购,324.0,zycgr24041501,未知,公开招标
242,内镜科高频喷射呼吸机采购项目,内镜科高频喷射呼吸机采购项目,220.0,中山大学肿瘤防治中心,未知,公开招标
243,通州区关键信息基础设施提升项目（一期）-数据底座提升,通州区关键信息基础设施提升项目（一期）-数据底座提升,696.5,北京市通州区政务服务和数据管理局（本级）,未知,公开招标
244,彭州市无人机巡飞服务采购项目(二次),彭州市无人机巡飞服务采购项目(二次),1332.0,彭州市人民政府办公室,未知,公开招标
245,西安市自然资源和规划局鄠邑分局鄠邑区耕地占补平衡补充耕地项目前期技术服务工作招标公告,西安市自然资源和规划局鄠邑分局鄠邑区耕地占补平衡补充耕地项目前期技术服务工作招标公告,,未知,未知,公开招标
246,中国人民大学老校区安保服务采购项目,中国人民大学老校区安保服务采购项目,118.8,中国人民大学,未知,公开招标
247,2026年通州区运潮减河公园保安服务项目,2026年通州区运潮减河公园保安服务项目,197.8,北京市通州区运潮减河公园管理处,未知,公开招标
248,四川金堂经开区绿谷新材产业园合规建设咨询服务采购项目,四川金堂经开区绿谷新材产业园合规建设咨询服务采购项目,484.0,成都市淮州新城管理委员会,未知,公开招标
249,北京市通州区台湖镇人民政府2026年保安服务项目,北京市通州区台湖镇人民政府2026年保安服务项目,168.0,北京市通州区台湖镇人民政府（本级）,未知,公开招标
250,山西省运城市中心医院神经外科、眼科等设备采购项（三包、四包）二次,山西省运城市中心医院神经外科、眼科等设备采购项（三包、四包）二次,770.0,山西省运城市中心医院,未知,公开招标
251,Zycgr24041501聚焦离子束直写加工采购,Zycgr24041501聚焦离子束直写加工采购,1000.0,zycgr24041501,未知,公开招标
252,2026年大运河文化旅游景区保安服务项目,2026年大运河文化旅游景区保安服务项目,449.8,北京（通州）大运河文化旅游景区管理中心,未知,公开招标
253,2026年海淀区生态环境综合执法监察工作保障项目,2026年海淀区生态环境综合执法监察工作保障项目,205.56,北京市海淀区生态环境局,未知,公开招标
254,河南省生态环境监测和安全中心2026年河南省大气污染预报预警信息化系统及立体综合观测网运维项目,河南省生态环境监测和安全中心2026年河南省大气污染预报预警信息化系统及立体综合观测网运维项目,782.1,河南省生态环境监测和安全中心,未知,公开招标
255,2026年张家湾公园保安服务项目,2026年张家湾公园保安服务项目,154.8,北京市通州区大运河森林公园管理处,未知,公开招标
256,2024年超长期特别国债“以旧换新”项目医疗设备集中采购（四十一）(包6),2024年超长期特别国债“以旧换新”项目医疗设备集中采购（四十一）(包6),105.0,海南省卫生健康委员会药具管理中心,未知,公开招标
257,两广路（西城段）环境整治提升项目环整设计,两广路（西城段）环境整治提升项目环整设计,2529.47,北京市西城区城市管理委员会（本级）,未知,公开招标
258,广东消防救援机动总队筹备组宣传和文娱器材采购项目（第二次）,广东消防救援机动总队筹备组宣传和文娱器材采购项目（第二次）,83.64,福建省森林消防总队,未知,公开招标
259,绵阳市中小企业数字化转型城市试点评测验收服务,绵阳市中小企业数字化转型城市试点评测验收服务,650.0,绵阳市经济和信息化局,未知,公开招标
260,2026年校园保障经费-北京市第八中学保安服务采购项目,2026年校园保障经费-北京市第八中学保安服务采购项目,410.04,北京市第八中学,未知,公开招标
261,宁波市奉化区总工会机关食堂外包服务项目,宁波市奉化区总工会机关食堂外包服务项目,40.0,宁波市奉化区总工会,未知,公开招标
262,鞍山市公安局（本级）车辆维修及保养服务采购项目,鞍山市公安局（本级）车辆维修及保养服务采购项目,150.0,鞍山市公安局,未知,公开招标
263,中国科学院深海科学与工程研究所海上回收平台拖航服务采购项目,中国科学院深海科学与工程研究所海上回收平台拖航服务采购项目,250.0,中国科学院深海科学与工程研究所,未知,公开招标
264,2025年锦州医科大学科技平台、协同创新中心设备更新配套资金采购项目（二次）,2025年锦州医科大学科技平台、协同创新中心设备更新配套资金采购项目（二次）,227.0,锦州医科大学,未知,公开招标
265,物业管理费（广安门南街2号）,物业管理费（广安门南街2号）,540.0,北京市西城区机关事务服务中心（本级）,未知,公开招标
266,2025年高标准农田有机肥采购项目（重新）,2025年高标准农田有机肥采购项目（重新）,546.0,全椒县农业农村局,未知,公开招标
267,灯塔市政务中心食堂食材统一采购,灯塔市政务中心食堂食材统一采购,347.94,灯塔市机关事务管理服务中心,未知,公开招标
268,成都市新津区卫生健康局卫生监督机构能力建设设备采购项目(二次),成都市新津区卫生健康局卫生监督机构能力建设设备采购项目(二次),49.82,成都市新津区卫生健康局（本级）,未知,公开招标
269,营口市妇幼保健计划生育服务中心新生儿疾病筛查试剂采购项目（四次）,营口市妇幼保健计划生育服务中心新生儿疾病筛查试剂采购项目（四次）,51.0,营口市妇幼保健计划生育服务中心,未知,公开招标
270,广州市白云区第三人民医院医疗设备采购项目公开招标公告（项目编号：BYDS-2025HW-03）,广州市白云区第三人民医院医疗设备采购项目公开招标公告（项目编号：BYDS-2025HW-03）,,未知,未知,公开招标
271,先进医疗设备更新项目电子腹腔镜采购,先进医疗设备更新项目电子腹腔镜采购,750.0,延边大学附属医院（延边医院）,未知,公开招标
272,延津县塔铺街道办事处任光屯村河南省2025年农村公益事业财政奖补重点村项目,延津县塔铺街道办事处任光屯村河南省2025年农村公益事业财政奖补重点村项目,395.15,延津县塔铺街道办事处,未知,公开招标
273,铁岭市检验检测认证服务中心（计量所）采购出租车计价器检定装置等设备项目,铁岭市检验检测认证服务中心（计量所）采购出租车计价器检定装置等设备项目,124.2,铁岭市检验检测认证服务中心,未知,公开招标
274,2025年高新体育中心全民健身馆开馆物业物资一般设备采购项目(二次),2025年高新体育中心全民健身馆开馆物业物资一般设备采购项目(二次),56.43,成都高新技术产业开发区教育体育局,未知,公开招标
275,朝阳柳城经济开发区化工园区污水监测运维项目,朝阳柳城经济开发区化工园区污水监测运维项目,270.0,朝阳柳城经济开发区管理委员会,未知,公开招标
276,和平南大街45号集中办公区安保服务,和平南大街45号集中办公区安保服务,182.0,辽宁省机关事务管理局机关,未知,公开招标
277,北京市交通运输综合执法总队2026年保洁服务采购项目,北京市交通运输综合执法总队2026年保洁服务采购项目,282.99,北京市交通运输综合执法总队本级,未知,公开招标
278,贵州民族大学OA协同办公系统、学生综合服务平台、科研创新服务平台采购（二次）,贵州民族大学OA协同办公系统、学生综合服务平台、科研创新服务平台采购（二次）,60.0,贵州民族大学,未知,公开招标
279,武汉市第七医院2025年中医科疼痛科理疗设备项目,武汉市第七医院2025年中医科疼痛科理疗设备项目,46.0,武汉市第七医院,未知,公开招标
280,湖北省黄冈市森林草原消防队伍能力提升项目（蕲春县专业扑火队伍装备采购项目）,湖北省黄冈市森林草原消防队伍能力提升项目（蕲春县专业扑火队伍装备采购项目）,337.97,蕲春县应急管理局,未知,公开招标
281,江苏省医疗器械检验所采购荧光正置显微镜及成像系统等设备项目,江苏省医疗器械检验所采购荧光正置显微镜及成像系统等设备项目,138.5,江苏省医疗器械检验所,未知,公开招标
282,2025年-2027年监利市全市党政机关、事业单位车辆维修和保养服务封闭式框架协议采购项目(第三次）,2025年-2027年监利市全市党政机关、事业单位车辆维修和保养服务封闭式框架协议采购项目(第三次）,1.0,监利市公共资源交易中心本级,未知,公开招标
283,南京医科大学生物医药分中心表面等离子共振系统采购项目（二次）,南京医科大学生物医药分中心表面等离子共振系统采购项目（二次）,360.0,南京医科大学（本部）,未知,公开招标
284,阳江市江城区人民法院2026年度司法辅助服务采购项目招标公告,阳江市江城区人民法院2026年度司法辅助服务采购项目招标公告,,未知,未知,公开招标
285,杭州市临平区妇幼保健院检验试剂、耗材集中配送服务,杭州市临平区妇幼保健院检验试剂、耗材集中配送服务,3000.0,杭州市临平区妇幼保健院,未知,公开招标
286,高新一幼2025年物管采购项目(三次),高新一幼2025年物管采购项目(三次),90.0,成都高新区第一幼儿园,未知,公开招标
287,便携式彩色多普勒超声诊断系统等设备采购项目,便携式彩色多普勒超声诊断系统等设备采购项目,1166.65,彭州市人民医院,未知,公开招标
288,冷藏棺采购,冷藏棺采购,70.0,重庆市石桥铺殡仪馆,未知,公开招标
289,2025GC14-南方医科大学生命科学楼标准化实验室改造项目实验室专用台柜等家具采购（项目编号：M4400000707534892001）招标公告,2025GC14-南方医科大学生命科学楼标准化实验室改造项目实验室专用台柜等家具采购（项目编号：M4400000707534892001）招标公告,,未知,未知,公开招标
290,西咸新区铁一中金湾中学教学及办公设备采购项目招标公告,西咸新区铁一中金湾中学教学及办公设备采购项目招标公告,,未知,未知,公开招标
291,云南省肿瘤医院2025年第一百批政府采购（门诊多学科会诊室信息智慧化建设项目）,云南省肿瘤医院2025年第一百批政府采购（门诊多学科会诊室信息智慧化建设项目）,78.3,云南省肿瘤医院,未知,公开招标
292,鸡西市滴道区住房和城乡建设局滴道区其它建筑安全体检招标公告,鸡西市滴道区住房和城乡建设局滴道区其它建筑安全体检招标公告,,未知,未知,公开招标
293,西咸新区铁一中金湾中学办公配套设施采购项目招标公告,西咸新区铁一中金湾中学办公配套设施采购项目招标公告,,未知,未知,公开招标
294,2026年食堂配送采购项目（二次）,2026年食堂配送采购项目（二次）,48.67,中华人民共和国龙岩海关,未知,公开招标
295,中山大学附属第一医院电器配件、五金耗材采购与配送项目,中山大学附属第一医院电器配件、五金耗材采购与配送项目,495.0,中山大学附属第一医院,未知,公开招标
296,高碑店地区2026年道路及两侧便道保洁清扫服务采购项目,高碑店地区2026年道路及两侧便道保洁清扫服务采购项目,924.05,北京市朝阳区人民政府高碑店地区办事处,未知,公开招标
297,医养结合智能化基础设施建设项目,医养结合智能化基础设施建设项目,260.0,眉山市中医医院,未知,公开招标
298,2026年信息化辅助服务项目,2026年信息化辅助服务项目,128.0,四川省交通运输厅信息中心,未知,公开招标
299,协和医院2026年度肠内营养制剂采购项目(特殊疾病营养补充),协和医院2026年度肠内营养制剂采购项目(特殊疾病营养补充),1011.0,华中科技大学同济医学院附属协和医院,未知,公开招标
300,协和医院2026年度肠内营养制剂采购项目(特定人群营养补充),协和医院2026年度肠内营养制剂采购项目(特定人群营养补充),1143.0,华中科技大学同济医学院附属协和医院,未知,公开招标
301,协和医院2026年度肠内营养制剂采购项目(围术期营养补充),协和医院2026年度肠内营养制剂采购项目(围术期营养补充),1494.0,华中科技大学同济医学院附属协和医院,未知,公开招标
302,德清县公安局的2026年度食堂服务外包项目,德清县公安局的2026年度食堂服务外包项目,1240.0,德清县公安局,未知,公开招标
303,黄山市消防救援支队2025年度目录外信息通信装备采购项目,黄山市消防救援支队2025年度目录外信息通信装备采购项目,60.0,黄山市消防救援支队,未知,公开招标
304,黄山市消防救援支队2025年度灭火救援装备采购项目,黄山市消防救援支队2025年度灭火救援装备采购项目,125.95,黄山市消防救援支队,未知,公开招标
305,云阳县人民医院大孔径定位CT,云阳县人民医院大孔径定位CT,700.0,云阳县人民医院,未知,公开招标
306,南京农业大学农业与健康创新支撑中心建设项目仪器设备采购（第二批-2）,南京农业大学农业与健康创新支撑中心建设项目仪器设备采购（第二批-2）,315.0,南京农业大学,未知,公开招标
307,2025年医疗设备采购第十五批（第二次）,2025年医疗设备采购第十五批（第二次）,375.0,武汉市中心医院,未知,公开招标
308,商丘职业技术学院“友谊学院”项目（第一期）项目,商丘职业技术学院“友谊学院”项目（第一期）项目,200.0,商丘职业技术学院,未知,公开招标
309,泰兴市中小学空调采购及安装项目,泰兴市中小学空调采购及安装项目,104.6,泰兴市教师发展中心,未知,公开招标
310,睢宁县沙集镇8吨水罐消防车采购,睢宁县沙集镇8吨水罐消防车采购,78.0,睢宁县沙集镇人民政府,未知,公开招标
311,智慧农林高技能人才培养基地建设（一期）,智慧农林高技能人才培养基地建设（一期）,255.0,苏州农业职业技术学院,未知,公开招标
312,连云港市中医院1号楼5台曳引式电梯采购,连云港市中医院1号楼5台曳引式电梯采购,180.0,连云港市中医院,未知,公开招标
313,贾汪区行政中心电力系统维保服务,贾汪区行政中心电力系统维保服务,141.0,徐州市贾汪区机关事务保障中心,未知,公开招标
314,江苏省中医院脊柱动静态平衡功能评估及训练系统,江苏省中医院脊柱动静态平衡功能评估及训练系统,104.0,江苏省中医院,未知,公开招标
315,睢宁县岚山镇、桃园镇全域土地综合整治项目实施方案编制服务,睢宁县岚山镇、桃园镇全域土地综合整治项目实施方案编制服务,430.0,睢宁县自然资源和规划局,未知,公开招标
316,万祥镇环卫综合养护（2026）,万祥镇环卫综合养护（2026）,488.97,上海市浦东新区万祥镇人民政府,未知,公开招标
317,青铜峡市教育局本级青铜峡市第八中学2025年义务教育优化布局桌椅、学生用床采购项目,青铜峡市教育局本级青铜峡市第八中学2025年义务教育优化布局桌椅、学生用床采购项目,84.6,青铜峡市教育局本级,未知,公开招标
318,麻醉机等一批医疗设备采购项目,麻醉机等一批医疗设备采购项目,130.0,富顺县人民医院,未知,公开招标
319,静宁县民政局2026年度分散特困供养对象照料服务项目招标公告,静宁县民政局2026年度分散特困供养对象照料服务项目招标公告,,未知,未知,公开招标
320,育儿补贴服务保障,育儿补贴服务保障,120.34,北京市卫生健康大数据与政策研究中心,未知,公开招标
321,空调淡水泵离心泵组件零部件,空调淡水泵离心泵组件零部件,107.38,浙江大学,未知,公开招标
322,汕头大学医学院第二附属医院外送病理检测项目（一年）招标公告,汕头大学医学院第二附属医院外送病理检测项目（一年）招标公告,,未知,未知,公开招标
323,福州市第一总医院医疗废物项目(三次),福州市第一总医院医疗废物项目(三次),141.84,福州市第一总医院,未知,公开招标
324,龙江县职业教育中心学校教学设备采购(二次)招标公告,龙江县职业教育中心学校教学设备采购(二次)招标公告,,未知,未知,公开招标
325,南宁市中级人民法院2026年物业管理服务,南宁市中级人民法院2026年物业管理服务,338.5,广西壮族自治区南宁市中级人民法院,未知,公开招标
326,次氯酸电解水生成机专用电解剂（次氯酸电解液）,次氯酸电解水生成机专用电解剂（次氯酸电解液）,0.05,吉林大学中日联谊医院,未知,公开招标
327,《东南大学学报（自然科学版）》《东南大学学报（英文版）》印刷服务采购,《东南大学学报（自然科学版）》《东南大学学报（英文版）》印刷服务采购,26.0,东南大学,未知,公开招标
328,渤海新区黄骅市围填海备案区域陆海统筹详细规划,渤海新区黄骅市围填海备案区域陆海统筹详细规划,700.0,港城产业园区自然资源和规划建设分局,未知,公开招标
329,第三幼儿园功能室及玩具购置项目,第三幼儿园功能室及玩具购置项目,60.75,孟村回族自治县教育局本级,未知,公开招标
330,邢台市环卫设施设备更新及生活垃圾分类处置设施提标改造项目,邢台市环卫设施设备更新及生活垃圾分类处置设施提标改造项目,13526.8,邢台市环境卫生管理中心,未知,公开招标
331,河北省眼科医院手术显微镜系统采购项目,河北省眼科医院手术显微镜系统采购项目,410.0,河北省眼科医院,未知,公开招标
332,河北省眼科医院离子束瘢痕射频治疗仪采购项目,河北省眼科医院离子束瘢痕射频治疗仪采购项目,143.0,河北省眼科医院,未知,公开招标
333,河北省眼科医院眼科飞秒激光治疗仪采购项目,河北省眼科医院眼科飞秒激光治疗仪采购项目,730.0,河北省眼科医院,未知,公开招标
334,石家庄市鹿泉区交通运输局新能源（燃油）清扫车辆租赁项目,石家庄市鹿泉区交通运输局新能源（燃油）清扫车辆租赁项目,4518.36,石家庄市鹿泉区交通运输局本级,未知,公开招标
335,国家税务总局泸州市税务局机关后勤和餐饮服务采购项目,国家税务总局泸州市税务局机关后勤和餐饮服务采购项目,241.6,国家税务总局泸州市税务局,未知,公开招标
336,江苏省通信管理局综合楼、院落修缮及配电房改造项目综合楼能效系统更新改造及空调系统智控节能改造服务项目,江苏省通信管理局综合楼、院落修缮及配电房改造项目综合楼能效系统更新改造及空调系统智控节能改造服务项目,260.0,江苏省通信管理局,未知,公开招标
337,东西湖区2026年河流港渠管护服务项目,东西湖区2026年河流港渠管护服务项目,210.0,武汉市东西湖区水务和湖泊局,未知,公开招标
338,通河县中医医院购置眼科视光中心设备(二次)招标公告,通河县中医医院购置眼科视光中心设备(二次)招标公告,,未知,未知,公开招标
339,靖远县卫生健康局靖远县卫生健康局普惠托育引托入幼和社区普惠托育设备采购项目（第二批）招标公告,靖远县卫生健康局靖远县卫生健康局普惠托育引托入幼和社区普惠托育设备采购项目（第二批）招标公告,,未知,未知,公开招标
340,西秀区生活垃圾填埋场渗滤液处理站托管运行服务项目,西秀区生活垃圾填埋场渗滤液处理站托管运行服务项目,548.5,安顺市西秀区城市管理局,未知,公开招标
341,曲靖医学高等专科学校教育教学质量数智化提升项目实验室综合管理服务平台（一期）,曲靖医学高等专科学校教育教学质量数智化提升项目实验室综合管理服务平台（一期）,119.0,曲靖医学高等专科学校,未知,公开招标
342,2026-2027年临浦镇集镇园区保洁市场化运作及河道保洁服务采购项目,2026-2027年临浦镇集镇园区保洁市场化运作及河道保洁服务采购项目,4160.0,杭州市萧山区临浦镇人民政府,未知,公开招标
343,安图县自然资源和林业局2026年度建设用地使用权价格评估服务封闭式框架协议采购,安图县自然资源和林业局2026年度建设用地使用权价格评估服务封闭式框架协议采购,0.0,安图县自然资源和林业局(自然资源）,未知,公开招标
344,平顶山市新华区环境卫生服务中心绿化管养采购项目,平顶山市新华区环境卫生服务中心绿化管养采购项目,445.33,平顶山市新华区环境卫生服务中心,未知,公开招标
345,马鞍山经开区总体规划环境影响跟踪评价和新一轮规划环评编制第三方服务项目,马鞍山经开区总体规划环境影响跟踪评价和新一轮规划环评编制第三方服务项目,600.0,马鞍山经济技术开发区管理委员会,未知,公开招标
346,东莞市企石镇政务服务中心第二食堂膳食配送项目招标公告,东莞市企石镇政务服务中心第二食堂膳食配送项目招标公告,,未知,未知,公开招标
347,2025年公立医院改革与高质量发展示范项目信息系统集成服务,2025年公立医院改革与高质量发展示范项目信息系统集成服务,887.0,万源市人民医院,未知,公开招标
348,影像系统存储扩容采购项目,影像系统存储扩容采购项目,90.0,隆昌市人民医院,未知,公开招标
349,平罗县灵沙九年制学校义务教育薄弱环节改善和能力提升（教育数字化）项目,平罗县灵沙九年制学校义务教育薄弱环节改善和能力提升（教育数字化）项目,100.98,平罗县灵沙九年制学校,未知,公开招标
350,学科特色功能室及音、体、美教室,学科特色功能室及音、体、美教室,253.0,重庆市茄子溪中学,未知,公开招标
351,哈尔滨工业大学生物运动评估与训练系统,哈尔滨工业大学生物运动评估与训练系统,150.0,哈尔滨工业大学,未知,公开招标
352,中国一带一路网全媒体内容运维服务（四期）,中国一带一路网全媒体内容运维服务（四期）,680.0,国家信息中心,未知,公开招标
353,中共息烽县委党校后勤保障服务,中共息烽县委党校后勤保障服务,200.0,中共息烽县委党校,未知,公开招标
354,北京饲草品种测试评价站建设项目仪器设备购置,北京饲草品种测试评价站建设项目仪器设备购置,2019.35,北京市农林科学院事业,未知,公开招标
355,2026年西北旺镇市场监督管理所人员劳务派遣项目,2026年西北旺镇市场监督管理所人员劳务派遣项目,115.04,北京市海淀区西北旺镇人民政府,未知,公开招标
356,2025年英山县红山镇乌云山村重点农村公路工程,2025年英山县红山镇乌云山村重点农村公路工程,224.68,英山县公路事业发展中心,未知,公开招标
357,妇科-肿瘤遗传相关疾病检测服务采购项目,妇科-肿瘤遗传相关疾病检测服务采购项目,50.0,成都市妇女儿童中心医院（成都市妇幼保健院、成都市妇产科医院、成都市儿童医院）,未知,公开招标
358,鼻阻力仪等一批医疗设备采购项目,鼻阻力仪等一批医疗设备采购项目,123.75,富顺县人民医院,未知,公开招标
359,电动综合手术床1张（减重）采购项目,电动综合手术床1张（减重）采购项目,47.0,福建医科大学附属第一医院,未知,公开招标
360,安徽空管分局新桥航管楼及其附属用房改造工程,安徽空管分局新桥航管楼及其附属用房改造工程,396.38,中国民用航空华东地区空中交通管理局安徽分局,未知,公开招标
361,2026年场馆设备设施运维项目,2026年场馆设备设施运维项目,650.83,北京汽车博物馆（北京市丰台区规划展览馆）（本级）,未知,公开招标
362,公用经费物业管理服务采购项目,公用经费物业管理服务采购项目,161.7,北京市信息管理学校,未知,公开招标
363,2026年城市问题保安盯守服务项目（2026.01-2026.12）,2026年城市问题保安盯守服务项目（2026.01-2026.12）,164.4,北京市海淀区人民政府马连洼街道办事处,未知,公开招标
364,学生床上用品采购项目,学生床上用品采购项目,34.0,越西县越城镇西城中学,未知,公开招标
365,市级核应急卫生救援装备（第二批）(三次),市级核应急卫生救援装备（第二批）(三次),17.86,乐山市卫生应急救援指挥中心,未知,公开招标
366,许昌市生态环境综合行政执法支队许昌市生态环境系统大气环境执法能力建设项目,许昌市生态环境综合行政执法支队许昌市生态环境系统大气环境执法能力建设项目,342.0,许昌市生态环境综合行政执法支队,未知,公开招标
367,首都医科大学附属北京积水潭医院购买三院区西门子品牌放射设备维保项目,首都医科大学附属北京积水潭医院购买三院区西门子品牌放射设备维保项目,230.0,首都医科大学附属北京积水潭医院,未知,公开招标
368,首都医科大学附属北京积水潭医院新街口、回龙观院区佳能CT设备维保服务项目,首都医科大学附属北京积水潭医院新街口、回龙观院区佳能CT设备维保服务项目,260.0,首都医科大学附属北京积水潭医院,未知,公开招标
369,医疗设备维保服务,医疗设备维保服务,340.0,龙南市第一人民医院,未知,公开招标
370,南昌大学航空复合材料结构制备与测试平台项目,南昌大学航空复合材料结构制备与测试平台项目,350.0,南昌大学,未知,公开招标
371,南昌大学第二附属医院东湖院区洗涤中心洗涤服务采购项目,南昌大学第二附属医院东湖院区洗涤中心洗涤服务采购项目,900.0,南昌大学第二附属医院,未知,公开招标
372,赣州市赣县区王母渡镇中心卫生院CT采购项目,赣州市赣县区王母渡镇中心卫生院CT采购项目,200.0,赣州市赣县区王母渡镇中心卫生院,未知,公开招标
373,麻醉机等一批医疗设备采购项目,麻醉机等一批医疗设备采购项目,181.3,九江市中医医院,未知,公开招标
374,赣州市赣县区人民医院血滤机采购项目,赣州市赣县区人民医院血滤机采购项目,300.0,赣州市赣县区人民医院,未知,公开招标
375,九江学院第二附属医院物业服务管理采购项目,九江学院第二附属医院物业服务管理采购项目,720.0,九江学院第二附属医院,未知,公开招标
376,东海县城区路灯节能改造工程项目合同能源管理服务,东海县城区路灯节能改造工程项目合同能源管理服务,1000.0,东海县路灯管理处,未知,公开招标
377,淮安市文化三馆物业服务,淮安市文化三馆物业服务,287.5,淮安市文化广电和旅游局,未知,公开招标
378,常州市第三人民医院老院区水电维保服务,常州市第三人民医院老院区水电维保服务,100.0,常州市第三人民医院,未知,公开招标
379,2026年社区党群服务中心物业服务采购,2026年社区党群服务中心物业服务采购,132.6,上海市闵行区浦锦街道社区党群服务中心,未知,公开招标
380,常州市发改委政府冻猪肉储备项目,常州市发改委政府冻猪肉储备项目,160.0,常州市发展和改革委员会,未知,公开招标
381,乾安县人民医院彩色多普勒超声诊断系统（彩超）,乾安县人民医院彩色多普勒超声诊断系统（彩超）,165.0,乾安县人民医院,未知,公开招标
382,无锡市锡山区中医医院（康复医疗中心）建设项目智能信息化设备采购,无锡市锡山区中医医院（康复医疗中心）建设项目智能信息化设备采购,4000.0,无锡市锡山区重点建设项目管理中心,未知,公开招标
383,2026屯村片区道路保洁市场化服务项目,2026屯村片区道路保洁市场化服务项目,477.9,苏州市吴江区同里镇环境卫生管理所,未知,公开招标
384,江口县2025年村级公益事业建设及美丽乡村建设项目太阳能路灯第三批（二次）,江口县2025年村级公益事业建设及美丽乡村建设项目太阳能路灯第三批（二次）,193.95,江口县财政局,未知,公开招标
385,石林彝族自治县人民医院医疗设备采购项目,石林彝族自治县人民医院医疗设备采购项目,376.3,石林彝族自治县人民医院,未知,公开招标
386,龙漕路餐饮管理服务第二次采购项目,龙漕路餐饮管理服务第二次采购项目,126.43,上海市徐汇区机关事务管理中心,未知,公开招标
387,表面增强成像系统招标公告,表面增强成像系统招标公告,,未知,未知,公开招标
388,中国科学技术大学合肥先进光源国家重大科技基础设施项目-相干性及波前检测设备与在线热诊断及测试系统,中国科学技术大学合肥先进光源国家重大科技基础设施项目-相干性及波前检测设备与在线热诊断及测试系统,580.0,中国科学技术大学,未知,公开招标
389,武邑县韩庄镇卫生院康复科能力提升项目（进口）,武邑县韩庄镇卫生院康复科能力提升项目（进口）,74.85,武邑县卫生健康局本级,未知,公开招标
390,辽源市西安区人民医院中医康复设备及超声设备采购项目二次,辽源市西安区人民医院中医康复设备及超声设备采购项目二次,450.0,辽源市西安区人民医院（辽源市西安区中医院）,未知,公开招标
391,晋江市英林镇英埔中心小学南区运动场及智慧足球教室改造项目,晋江市英林镇英埔中心小学南区运动场及智慧足球教室改造项目,185.0,晋江市英林镇中心学校,未知,公开招标
392,教育局2026年农村义务教育营养改善计划实施学校食堂大米、面粉、菜籽油、鸡蛋、肉类采购项目（2025）,教育局2026年农村义务教育营养改善计划实施学校食堂大米、面粉、菜籽油、鸡蛋、肉类采购项目（2025）,1854.8,苍溪县教育局,未知,公开招标
393,甘肃资源环境小卫星采购项目(二次)招标公告,甘肃资源环境小卫星采购项目(二次)招标公告,,未知,未知,公开招标
394,法律服务项目,法律服务项目,665.0,中央广播电视总台,未知,公开招标
395,延津县王楼镇人民政府王楼镇乔杏庄村公益事业重点项目,延津县王楼镇人民政府王楼镇乔杏庄村公益事业重点项目,306.58,延津县王楼镇人民政府,未知,公开招标
396,喀什市新能源公交车更新项目,喀什市新能源公交车更新项目,599.94,喀什市交通运输局,未知,公开招标
397,原州区司法局2025年政府采购服务（外聘人员）项目,原州区司法局2025年政府采购服务（外聘人员）项目,187.2,固原市原州区司法局,未知,公开招标
398,佛山市社会保险基金管理局佛山市社保信息系统本国化改造项目（一期）（软件开发）招标公告,佛山市社会保险基金管理局佛山市社保信息系统本国化改造项目（一期）（软件开发）招标公告,,未知,未知,公开招标
399,北务镇机械洗扫及除雪项目,北务镇机械洗扫及除雪项目,122.54,北京市顺义区北务镇人民政府本级,未知,公开招标
400,汉中职业技术学院学生和教师宿舍楼空调采购项目招标公告,汉中职业技术学院学生和教师宿舍楼空调采购项目招标公告,,未知,未知,公开招标
401,梨树县2025年绿色种养循环农业试点项目（货物）,梨树县2025年绿色种养循环农业试点项目（货物）,100.0,梨树县农业农村局,未知,公开招标
402,经颅磁刺激仪采购项目,经颅磁刺激仪采购项目,35.0,福建医科大学附属第一医院,未知,公开招标
403,辽宁省市场监督管理局2026年特种设备领域行政许可技术评审服务机构招标,辽宁省市场监督管理局2026年特种设备领域行政许可技术评审服务机构招标,440.0,辽宁省市场监督管理局机关,未知,公开招标
404,前湾新区（核心区）城市地质安全风险专题调查项目,前湾新区（核心区）城市地质安全风险专题调查项目,93.0,宁波市自然资源和规划局前湾新区分局,未知,公开招标
405,东港市新城中学等30所中小学校薄改教学设备购置,东港市新城中学等30所中小学校薄改教学设备购置,750.6,东港市招生考试委员会办公室,未知,公开招标
406,国有灯塔市铧子林场松材线虫疫木砍伐采购项目,国有灯塔市铧子林场松材线虫疫木砍伐采购项目,76.86,国有灯塔市铧子林场,未知,公开招标
407,中国医科大学附属盛京医院实验耗材采购项目,中国医科大学附属盛京医院实验耗材采购项目,338.0,中国医科大学附属盛京医院,未知,公开招标
408,南京市审计局2026年度至2027年度审计服务框架协议采购项目,南京市审计局2026年度至2027年度审计服务框架协议采购项目,1200.0,南京市审计局,未知,公开招标
409,华中科技大学同济医学院附属同济医院组织脱水机采购项目,华中科技大学同济医学院附属同济医院组织脱水机采购项目,49.6,华中科技大学同济医学院附属同济医院,未知,公开招标
410,江苏城乡建设职业学院2026-2029年宿舍物业管理服务,江苏城乡建设职业学院2026-2029年宿舍物业管理服务,675.0,江苏城乡建设职业学院,未知,公开招标
