id,company_name,credit_code,registration_date,company_type,legal_representative,registered_capital_value,province,city,registration_address,business_scope
264,上海 万联 石油化工 有限公司,91310120MA1HQJMU3D,2019-01-10,未知类型,万国妹,0.0,上海,奉贤,上海市 奉贤区 航南 公路 6666 号 1 幢 5 层 971 室,石油制品 润滑油 汽车配件 机械设备 及 配件 橡胶制品 五金交电 电子产品 批发 零售 ， 从事 化工 科技 新 材料 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 商务信息 咨询 ， 设计 制作 各类 广告 ， 利用 自有 媒体 发布 广告 ， 从事 货物 及 技术 进出口 业务 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
265,上海 云奥 工程 咨询 有限公司,91310230MA1K2GUM27,2019-01-10,未知类型,唐英,0.0,上海,崇明,上海市 崇明 区 横沙乡 富民 支路 58 号 D2 - 9457 室 上海 横泰 经济 开发区,工程 管理 服务 ， 企业 管理 咨询 ， 财务咨询 ， 商务 咨询 ， 建筑 装饰 装修 建设工程 设计 与 施工 ， 图文 设计 制作 ， 舞台 设计 搭建 ， 园林绿化 工程 ， 照明 工程 ， 建筑 科技 专业 领域 内 的 技术开发 技术咨询 技术转让 和 技术 服务 ， 办公用品 日用百货 建筑材料 装饰 材料 计算机 软硬件 的 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
266,上海 丹春丹 信息 科技 有限公司,91310115MA1HAEHB5U,2019-01-10,未知类型,赵丹,0.0,上海,浦东,上海市浦东新区 南汇 新城镇 环 湖西 二路 888 号 C 楼,从事 信息 科技 计算机技术 领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 计算机软件 及 辅助 设备 工艺品 象牙 及其 制品 除外 鞋帽 箱包 办公用品 玩具 自行车
267,上京 仁和 ( 上海 ) 科技 发展 有限公司,91310120MA1HQJPH6P,2019-01-10,未知类型,魏显会,0.0,上海,奉贤,上海市 奉贤区 金闸 公路 999 号 1 幢 3 层 2087 室,从事 信息 科技领域 内 的 技术开发 技术转让 技术咨询 技术 服务 ， 企业 管理 咨询 ， 餐饮企业 管理 ， 餐饮 服务
268,上海 乾乙 智能 科技 有限公司,91310110MA1G8WEH2J,2019-01-10,未知类型,冯珏敏,0.0,上海,杨浦,上海市 杨浦区 国定 东路 200 号 2 幢 610 - 2 室,智能 科技 软件 科技 信息 科技 电子科技 计算机 科技 通信 科技 网络科技 领域 内 的 技术开发 技术咨询 技术转让 技术 服务 ， 电子产品 计算机 软硬件 及 辅助 设备 电子设备 机械设备 的 设计 销售 与 维护 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
269,上海 丸 自 企业 发展 有限公司,91310230MA1K2H1A2F,2019-01-10,未知类型,陈叶诗,0.0,上海,崇明,上海市 崇明 区北 沿 公路 2111 号 3 幢 221 - 38 室 ( 上海 崇明 森林 旅游 园区 ),"房屋建筑 工程 , 建筑装修 装饰 工程 , 建设工程 监理 服务 , 建设 工程造价 咨询 , 建筑 专业 设计 , 景观设计 , 商务 咨询 , 企业 管理 咨询 , 财务咨询 , 法律咨询 , 会务 服务 , 展览 展示 服务 , 市场 营销策划 , 企业形象 策划 , 文化 艺术交流 与 策划 , 体育赛事 活动 策划 , 舞台灯光 设计 , 设计 制作 代理 发布 各类 广告 , 机械设备 安装 维修 , 计算机信息 自动化 科技 ..."
270,上海 三翊 办公设备 有限公司,91310120MA1HQJNK8A,2019-01-10,未知类型,曾超,0.0,上海,奉贤,上海市 奉贤区 金海 公路 4808 弄 30 号 408 室,办公设备 建筑材料 日用百货 办公用品 电子产品 文具用品 工艺礼品 批发 零售 ， 设计 制作 代理 发布 各类 广告 ， 标识 标牌 灯箱 设计 制作 限 分支机构 经营 ， 不锈钢 制品 制造 加工
271,上海 一闩 网络科技 有限公司,91310120MA1HQJQC1Q,2019-01-10,有限责任公司,汤亮,0.0,上海,奉贤,上海市 奉贤区 金钱 公路 3329 号 4 幢,从事 网络科技 计算机信息 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 企业 营销策划 ， 市场 营销策划 ， 商务信息 咨询 ， 设计 制作 代理 发布 各类 广告 ， 日用百货 针纺织品 化妆品 厨房用具 陶瓷制品 工艺美术品 的 批发 零售 ， 电子商务
272,上海 业晗 实业 有限公司,91310113MA1GN7RJ5B,2019-01-10,未知类型,徐陈海,0.0,上海,宝山,上海市 宝山区 沪 太路 8885 号 6 幢 A 楼 1933 室,金属材料 电子产品 家用电器 铝合金 材料 日用百货 机电设备 通讯设备 煤炭 铁矿 产品 润滑油 珠宝饰品 服装服饰 办公用品 汽车配件 销售 ； 电脑 图文 设计 制作 ； 商务信息 咨询 ； 计算机网络 工程 ； 建筑 装饰 装修 工程 ； 园林绿化 工程 ； 普通 机械设备 安装 维修 ； 从事 信息 科技领域 内 的 技术开发 技术 服务 技术咨询 技术转让 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
273,上海 九顼源 国际贸易 有限公司,91310112MA1GCAR08U,2019-01-10,未知类型,胡凤鑫,0.0,上海,闵行,上海市 闵行区 元江路 5500 号 第 1 幢 F4017 室,从事 货物 及 技术 进出口 业务 ， 工艺品 化妆品 食用 农产品 机械设备 及 配件 日用百货 眼镜 除 隐形眼镜 家具 家居用品 家用电器 服装服饰 及 辅料 鞋帽 布艺 制品 纸制品 办公用品 及 设备 通信 设备 电子产品 包装材料 木制品 建筑 装潢 材料 的 销售 ， 电子商务
274,上海 乐妞 旅游 咨询 有限公司,91310120MA1HQJK805,2019-01-10,未知类型,刘少亮,0.0,上海,奉贤,上海市 奉贤区 海坤路 1 号 第 2 幢 4434 室,旅游 咨询 ， 文化 艺术交流 策划 ， 公关活动 策划 ， 商务信息 咨询 ， 旅客 票务 代理 ， 国内 货物运输 代理 ， 汽车 租赁 ， 翻译 服务 ， 酒店 管理 ， 摄影 服务 ， 会务 服务 ， 展览 展示 服务 ， 电子商务
275,上海 乐到 科技 有限公司,91310115MA1K49FD55,2019-01-10,未知类型,蒋晔峻,0.0,上海,自贸区,中国 ( 上海 ) 自由贸易 试验区 丹桂 路 999 弄 10 号 2 楼 203 室,"从事 网络科技 智能 科技 信息技术 领域 内 的 技术开发 技术咨询 技术 服务 技术转让 , 计算机 软硬件 及 辅助 设备 的 研发 销售 , 系统集成 , 电子商务 ( 不得 从事 金融业务 ) , 商务信息 咨询 , 财务咨询 , 企业 管理 咨询 , 市场 营销策划 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动"
276,上海 丹 沐 化工 有限公司,91310116MA1JBG827W,2019-01-10,未知类型,付道方,0.0,上海,金山,上海市 金山区 山阳 镇浦卫 公路 16299 弄 13 号 5 层 505 室 P9,化工原料 及 产品
277,上海 一 拇指 文化传媒 有限公司,91310115MA1HAEHN31,2019-01-10,未知类型,戴焱淼,0.0,上海,浦东,上海市浦东新区 南汇 新城镇 环 湖西 二路 888 号 C 楼,文化 艺术交流 活动 策划 ， 企业形象 策划 ， 市场 营销策划 ， 体育赛事 活动 策划 ， 舞台艺术 造型 策划 ， 会议 及 展览 服务 ， 摄影 服务 ， 企业 管理 咨询 ， 商务信息 咨询 ， 从事 互联网 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 计算机软件 开发 ， 广告设计 制作 代理 发布 ， 动漫 设计 ， 电脑 图文 设计 制作 ， 自有 设备 租赁 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
278,上海 东瑞 物流 有限公司,91310118MA1JMU8U47,2019-01-10,未知类型,朱正如,0.0,上海,青浦,上海市 青浦区 朱家角 镇康 业路 951 弄 32 号 1 幢 三层 N 区 353 室,国际 货物运输 代理 ， 道路 货物运输 ， 搬运 装卸 服务 ， 物流 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 计算机 数据处理 和 存储 服务 ， 停车场 管理 服务 ， 汽车 制冷 设备 集装箱 租赁 ， 销售 机械设备 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
279,上海 七羽 房地产 咨询 有限公司,91310230MA1K2GWF89,2019-01-10,未知类型,李开元,0.0,上海,崇明,上海市 崇明 区堡 镇堡 镇 南路 58 号 13 幢 C 区 309 - 9 室 上海 堡 镇 经济 小区,房地产 信息 咨询 ， 自有 房屋 租赁 ， 受托 房屋 租赁 ， 代理 制作 发布 广告 ， 家具 家用电器 的 销售 ， 室内外 装饰 工程 ， 水电 安装 ， 物业管理 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
280,上海 三度 希 贸易 有限公司,91310114MA1GW44A66,2019-01-10,未知类型,严东,0.0,上海,嘉定,上海市 嘉定区 沪 宜 公路 5358 号 2 层 JT1625 室,化妆品 日用百货 工艺品 象牙 及其 制品 除外 纺织品 针织品 及 原料 服装服饰 鞋帽 珠宝首饰 办公用品 电子产品 家用电器 的 销售 ， 会务 服务 ， 文化 艺术交流 策划 ， 电子商务
281,上海 云溢 企业 管理 有限公司,91310110MA1G8WDR8P,2019-01-10,未知类型,王梦芸,0.0,上海,杨浦,上海市 杨浦区 国和路 60 号 ( 集中 登记 地 ),"企业 管理 及 咨询 , 餐饮企业 管理 , 商务 咨询 , 信息 科技 计算机 科技领域 内 的 技术 服务 技术开发 技术咨询 技术转让 , 电子商务 ( 不得 从事 金融业务 ) , 文化 艺术交流 活动 策划 , 翻译 服务 , 会务 服务 , 展览 展示 服务 , 礼仪 服务 , 花卉 租赁 , 广告设计 制作 代理 发布 , 教学设备 乐器 办公用品 日用百货 的 销售 。 依法 须 经 批准 的 项目 , 经 相关 ..."
282,上海 上王 建设工程 有限公司,91310113MA1GN7RD69,2019-01-10,未知类型,王志文,0.0,上海,宝山,上海市 宝山区 顾北 东路 575 弄 1 - 17 号 B 区 5 - 69,房屋 建设工程 专业 施工 ； 水 处理 设备 安装 工程 ； 管道 建设工程 专业 施工
283,上海 乐缙昌 餐饮 有限公司,91310106MA1FYF5HX4,2019-01-10,未知类型,李应恭,0.0,上海,静安,上海市 静安区 天目 西路 241 号,餐饮 服务 ， 旅馆 ， 食品 销售 ， 日用百货 工艺礼品
284,上海 予辰 企业 管理 有限公司,91310117MA1J3B7T43,2019-01-10,未知类型,张婷,0.0,上海,松江,上海市 松江区 新桥镇 新站 路 361 号,"企业 管理 咨询 , 商务 咨询 , 人才 咨询 ( 不得 从事 人才中介 职业 中介 ) , 财务咨询 , 企业 营销策划 , 市场 营销策划 , 品牌 策划 , 企业形象 策划 , 展览 展示 服务 , 会务 服务 , 文化 艺术交流 活动 策划 , 知识产权 代理 ( 除 专利 ) , 物业管理 , 从事 信息 科技 新 材料 科技 智能 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 。 依法 须 经 批准 的 项目 , 经 相关 ..."
285,上海 久楷 贸易 有限公司,91310120MA1HQJQX3G,2019-01-10,未知类型,王帅,0.0,上海,奉贤,上海市 奉贤区 海坤路 1 号 1 幢,食品 销售 限 分支机构 经营 ， 酒店 管理 ， 企业 管理 咨询 ， 礼仪 服务 ， 企业 营销策划 ， 电子商务
286,上海 乐优 餐饮 管理 服务 有限公司,91310115MA1HAEHL7B,2019-01-10,未知类型,刘杰,0.0,上海,浦东,上海市浦东新区 泥 城镇 云汉 路 979 号 2 楼,餐饮企业 管理 ， 保洁 服务 ， 厨房设备 家居用品 日用百货 的 销售 ， 网络科技 ， 从事 信息 科技领域 内 的 技术开发 技术转让 技术咨询 技术 服务 ， 国内 货物运输 代理 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
287,上海 三马 铝塑 制品 有限公司,91310120MA1HQJK48R,2019-01-10,未知类型,王佳佳,0.0,上海,奉贤,上海市 奉贤区 青 村镇 光明 路 328 号 第 20 幢 第一层 第一 车间,"塑料制品 金属制品 五金交电 日用百货 批发 零售 , 金属制品 制造 加工 , 从事 货物 及 技术 进出口 业务 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 。"
288,上海 丹麟 贸易 有限公司,91310115MA1HAEGA0M,2019-01-10,未知类型,申永涛,0.0,上海,浦东,浦东新区 老港 镇 老芦 公路 536 号,"酒店用品 化妆品 印刷 材料 包装材料 建材 五金交电 办公用品 文具用品 的 销售 , 设计 制作 代理 利用 自有 媒体 发布 各类 广告 , 图文 设计 制作 , 企业形象 策划 , 会展 服务 , 包装 设计 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动"
289,上海 云净 保洁 服务 有限公司,91310120MA1HQJJ17X,2019-01-10,未知类型,金存龙,0.0,上海,奉贤,上海市 奉贤区 西闸 公路 1036 号 1 幢,保洁 服务 ， 家政 服务 ， 家用电器 安装 维修 ， 水利水电 建设 工程施工 ， 园林绿化 工程施工 ， 防水 防腐 保温 建设工程 专业 施工 ， 建筑 装饰 装修 建设工程 设计 施工 一体化 ， 一般 劳防 用品 洗涤 用品 酒店用品 建筑材料 装潢 材料 制冷 设备 日用百货 的 批发 零售 ， 物业管理 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
290,上奥 ( 上海 ) 展览 有限公司,91310118MA1JMU6KX1,2019-01-10,未知类型,阮翚,0.0,上海,青浦,上海市 青浦区 盈港 东路 158 号 R - L304 - 001NZ,"展览 展示 服务 , 食品 销售 , 销售 食用 农产品 化妆品 电子产品 机械设备 日用百货 家用电器 建筑材料 , 从事 货物 及 技术 的 进出口 业务 , 电子商务 ( 除 增值 电信 金融业务 ) , 企业 管理 咨询 , 商务 咨询 , 会务 服务 , 广告设计 制作 代理 发布 , 物业管理 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动"
291,上海 乾婉媛 汽车 销售 有限公司,91310116MA1JBG5797,2019-01-10,未知类型,徐帅,0.0,上海,金山,上海市 金山 工业区 亭卫 公路 6495 弄 168 号 5 幢 1 楼 4058 室,汽车 ， 摩托车 ， 汽车配件 ， 汽摩配 件 ， 商用车 及 九座 以上 乘用车 ， 挂车 或者 汽车 列车 ， 汽车饰品 ， 汽车 美容 用品 ， 洗涤 用品 ， 清洁用品 ， 保洁 用品 ， 防静电 产品 ， 自行车 电动 自行车 按 本市 产品目录 经营 ， 残疾人 轮椅车 机动 轮椅车 按 本市 产品目录 经营 ， 消毒剂 ， 电池
292,上海 书臣 电子科技 有限公司,91310120MA1HQJMB8C,2019-01-10,未知类型,董海侠,0.0,上海,奉贤,上海市 奉贤区 金汇 工业 路 1390 号 4 幢 3194 室,"从事 电子科技 半导体 科技 光电 科技 光伏 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 , 半导体 设备 光伏 设备 机电设备 及 配件 机械设备 及 配件 制造 加工 ( 以上 限 分支机构 经营 ) 安装 维修 批发 零售 , 电子产品 太阳能 设备 仪器仪表 批发 零售 , 从事 货物 及 技术 进出口 业务 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 ..."
293,上海 上时 国际贸易 有限公司,91310230MA1K2H7N7D,2019-01-10,未知类型,姜亚丽,0.0,上海,崇明,上海市 崇明 区长 兴镇 潘园 公路 1800 号 3 号楼 55019 室 ( 上海 泰和 经济 发展 区 ),"从事 货物 与 技术 的 进口 业务 , 矿产品 化工原料 及 产品 ( 除 危险 化学品 监控 化学品 烟花爆竹 民用 爆炸 物品 易制毒 化学品 ) 机电设备 的 销售 , 从事 机电 科技领域 内 的 技术开发 技术转让 技术咨询 技术 服务 , 商务信息 咨询 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动"
294,上海 中盈 文化 集团 有限公司,91310117MA1J3B7M77,2019-01-10,未知类型,李佳明,0.0,上海,松江,上海市 松江区 洞泾镇 王家 厍 路 885 弄 26 号,文化 艺术交流 活动 策划 ； 品牌 管理 咨询 ； 市场 营销策划 ； 企业形象 策划 ； 会展 会务 服务 ； 设计 制作 各类 广告 ； 利用 自有 媒体 发布 广告 ； 工艺美术品 的 设计 ； 信息 科技领域 内 的 技术开发 技术咨询 技术转让 技术 服务 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
295,上海 乾顺 机械制造 有限公司,91310118MA1JMU817M,2019-01-10,未知类型,王东文,0.0,上海,青浦,上海市 青浦区 白鹤 镇外 青松 公路 3516 号 27 幢,生产 加工 机械设备 及 配件 五金制品 电子产品 仪器仪表 电线电缆 金刚石 制品 橡 塑制品 ， 机械 科技 专业 领域 内 的 技术开发 技术 服务 技术转让 技术咨询 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
296,上海 乃帆 商贸 有限公司,91310113MA1GN7RF2Y,2019-01-10,未知类型,孙云,0.0,上海,宝山,上海市 宝山区 逸仙路 2816 号 1 幢 9 层 B0878 室,水暖 电 安装 建设工程 作业 ； 食用 农产品 食品 添加剂 日用百货 针纺织品 服装鞋帽 服装服饰 五金交电 文体用品 电脑 软硬件 及 配件 包装材料 办公用品 纸制品 化妆品 汽摩配 件 照明设备 音响设备 制冷 设备 轴承 管道配件 阀门 金属材料 电线电缆 电动工具 机电设备 汽车 电子产品 的 销售 ； 设计 制作 发布 各类 广告 ； 货物运输 代理 ； 翻译 服务 ； 园林绿化 工程 ； 环保 建设工程 专业 施工 ； 管道 建设工程 专业 施工 除 压力 管道 ； 电子商务
297,上海 丹脉 科众 创 空间 管理 有限公司,91310106MA1FYF5K4Q,2019-01-10,未知类型,肖白,0.0,上海,静安,上海市 静安区 中山北路 235 号 2 幢 5 层,众创 空间 经营 管理 ， 家电 维修 ， 建材 金属材料 五金交电 日用百货 汽车配件 机械配件 的 销售 ， 停车场 管理 ， 商务信息 咨询 ， 会展 会务 ， 物业管理 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
298,上海 一铧 建筑设备 租赁 有限公司,91310120MA1HQJX40R,2019-01-11,未知类型,施五一,0.0,上海,奉贤,"上海市 奉贤区 南虹路 5 , 9 , 15 号 11 幢 367 室",自有 设备 租赁 ， 建筑 建设 工程施工 ， 建筑材料 金属材料 木材 钢材 钢 结构件 五金交电 的 批发 零售 ， 脚手架 建设工程 专业 施工 ， 建筑 幕墙 建设工程 专业 施工 ， 市政 公用 建设 工程施工 ， 园林绿化 工程施工 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
299,上海 万暄 贸易 有限公司,91310230MA1K2HCT81,2019-01-11,未知类型,朱萍,0.0,上海,崇明,上海市 崇明 区 竖 新镇 大椿村 901 号,食用 农产品 苗木花卉 日用百货 服装鞋帽 五金交电 的 销售 ， 会务 会展 服务 ， 商务 咨询 ， 市场 营销策划 ， 谷物 果蔬 花卉苗木 种植 ， 水域 滩涂 养殖 ， 农业 科技领域 内 的 技术开发 技术转让 技术咨询 和 技术 服务 ， 食品 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
300,上海 乐方 制研 空间设计 有限公司,91310000MA1J3BD72H,2019-01-11,未知类型,程旭,0.0,上海,松江,上海市 松江区 洞泾镇 王家 厍 路 885 弄 1 号 1 层 01 商业 - 5,空间设计 ， 建筑 专业 建设工程 设计 ， 建筑 装饰 建设工程 专项 设计 ， 室内外 装潢 设计 ， 智能化 建设工程 专项 设计 ， 建设工程 监理 服务 ， 建设工程 项目管理 ， 展台 设计 搭建 ， 风景园林 建设工程 专项 设计 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
301,上海 万财 企业 发展 有限公司,91310230MA1K2HJH4D,2019-01-11,未知类型,罗轩,0.0,上海,崇明,上海市 崇明 区 横沙乡 富民 支路 58 号 A3 - 3728 室 ( 上海 横泰 经济 开发区 ),企业 管理 咨询 ， 企业 登记 代理服务 ， 商务信息 咨询 ， 财务咨询 ， 电子商务
302,上海 习秀 广告 有限公司,91310120MA1HQK4G75,2019-01-11,未知类型,袁志芳,0.0,上海,奉贤,上海市 奉贤区 金碧 路 1990 号 1 层,"设计 制作 代理 发布 各类 广告 , 企业形象 策划 , 市场 营销策划 , 文化 艺术交流 策划 , 公关活动 策划 , 电脑 图文 设计 制作 , 市场 信息 咨询 与 调查 ( 不得 从事 社会 调查 社会 调研 民意调查 民意测验 ) , 企业 管理 咨询 , 商务信息 咨询 , 展览 展示 服务 , 摄影 服务 , 建筑 装饰 装修 建设工程 设计 与 施工 , 办公用品 一类 医疗器械 工艺礼品 批发 零售 , 医药 ..."
303,上海 世津 家居装饰 工程 有限公司,91310115MA1HAEJP2L,2019-01-11,未知类型,邱建,0.0,上海,浦东,浦东新区 新场 镇 沪 南 公路 7508 弄 2 - 24 ( 双 ) 号 3 层,建筑 装饰 装修 建设工程 设计 与 施工 ， 建筑 智能化 建设工程 设计 与 施工 ， 家具 建材 卫生洁具 文体用品 针纺织品 铝制品 工艺品
304,上海 了 町 企业 管理 有限公司,91310230MA1K2HEH2G,2019-01-11,未知类型,顾小虎,0.0,上海,崇明,上海市 崇明 区城桥 镇秀 山路 8 号 3 幢 四层 I 区 461 室 ( 上海市 崇明 工业园区 ),"企业 管理 咨询 , 商务信息 咨询 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动"
305,上海 久 好 服饰 贸易 有限公司,91310120MA1HQJYX4M,2019-01-11,未知类型,倪林波,0.0,上海,奉贤,上海市 奉贤区 肖塘路 255 弄 10 号 2 层,服装服饰 及 辅料 鞋帽 皮革制品 箱包 日用百货 厨房用具 一般 劳防 用品 洗涤 用品 办公用品 文具用品 体育用品 乐器 玩具 电子产品 数码产品 珠宝首饰 金银 饰品 家具 工艺礼品 布艺 制品 地毯 的 批发 零售 ， 电子商务
306,上海 一迹 物流 有限公司,91310120MA1HQK4N42,2019-01-11,未知类型,王栋栋,0.0,上海,奉贤,上海市 奉贤区 金碧 路 1990 号 1 层,"道路 货物运输 ( 除 危险 化学品 ) , 国内 货物运输 代理 , 仓储 服务 ( 除 危险 化学品 ) , 人工 装卸 服务 , 商务信息 咨询 , 企业 管理 咨询 , 从事 医药 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 , 市场 信息 咨询 与 调查 ( 不得 从事 社会 调查 社会 调研 民意调查 民意测验 ) 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 。 ..."
307,上海 东利 建筑 装饰 有限公司,91310120MA1HQJUD57,2019-01-11,未知类型,史红东,0.0,上海,奉贤,上海市 奉贤区 金碧 路 2012 号,建筑 装饰 装修 建设工程 设计 与 施工 ， 建筑 建设 工程施工 ， 公路 建设 工程施工 ， 铁路 建设 工程施工 ， 环保 建设工程 专业 施工 ， 建筑 幕墙 建设工程 设计 与 施工 ， 水利水电 机电 安装 建设工程 专业 施工 ， 建设 工程造价 咨询 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
308,上海 云住 餐饮 管理 有限公司,91310101MA1FPD8B5P,2019-01-11,未知类型,张健,0.0,上海,黄浦,上海市 黄浦区 复兴 中路 535 号 一楼,"餐饮企业 管理 , 文化 艺术交流 策划 , 企业 管理 咨询 , 会务 服务 , 展览 展示 服务 , 礼仪 服务 , 企业形象 策划 , 市场 营销策划 , 食用 农产品 茶具 工艺品 ( 象牙 及其 制品 除外 ) 办公用品 日用百货 服装鞋帽 包装材料 针纺织品 化妆品 家具 花卉苗木 珠宝首饰 的 销售 , 电子商务 ( 不得 从事 增值 电信 金融业务 ) , 餐饮 服务 ( 仅限 分支机构 ) , 从事 ..."
309,上海 世振 工贸 有限公司,91310115MA1HAEKQ7T,2019-01-11,未知类型,张亮,0.0,上海,浦东,上海市浦东新区 泥 城镇 云汉 路 979 号 2 楼,家具 及 配件 沙发 及 配件 皮革制品 针纺织品 金属材料 五金交电 建筑 装潢 材料 一般 劳防 用品 电线电缆 气动液压 设备 电动工具 五金配件 包装材料 化工产品
310,上海 乐植 纺织品 有限公司,91310117MA1J3BAX6D,2019-01-11,未知类型,刘风雷,0.0,上海,松江,上海市 松江区 泖 港 镇 中 厍 路 165 号,"纺织品 服装服饰 木制品 销售 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动"
311,上海 丸 皮思 影业 有限公司,91310113MA1GN7TX23,2019-01-11,未知类型,闫飞飞,0.0,上海,宝山,上海市 宝山区 逸仙路 2816 号 1 幢 9 层 B0879 室,"从事 影视 科技领域 内 技术开发 技术咨询 技术转让 技术 服务 ; 文化 艺术交流 策划 ; 设计 制作 代理 发布 各类 广告 ; 电脑 图文 设计 ; 知识产权 代理 ; 舞台 设计 ; 品牌 管理 ; 商务信息 咨询 ; 体育用品 工艺礼品 ( 象牙 及其 制品 除外 ) 服装服饰 办公用品 文具用品 的 销售 ; 电影 制片 ; ... 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动"
312,上海 义 呈 实业 有限公司,91310116MA1JBGF48R,2019-01-11,未知类型,邱胜耀,0.0,上海,金山,上海市 金山区 亭林镇 兴工 路 225 号 1 幢 1788 室,自有 汽车 租赁 ， 自有 设备 租赁 ， 从事 汽车 科技 专业 领域 内 技术开发 技术咨询 技术 服务 技术转让 ， 国内 货 运输 代理 ， 机动车 驾驶 服务 ， 会展 服务 ， 商务 咨询 ， 婚庆 服务 ， 礼仪 服务 ， 楼宇 保洁 服务 ， 绿化 养护 ， 汽车配件 ， 汽车用品 ， 文化 办公用品 ， 电子产品 ， 计算机软件 及 辅助 设备 ， 工艺礼品 ， 日用百货 ， 服装鞋帽 ， 包装材料 ， 建筑材料 ， 五金 机电 ， 园林机械 设备 及 配件 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
313,上海 乐店 商贸 有限公司 申虹路 分公司,91310000MA1G5LWX1M,2019-01-11,未知类型,顾星,0.0,上海,闵行,上海市 闵行区 申虹路 929 弄 6 号,日用百货 医疗器械 不 含 体外 诊断 试剂 的 批发 零售 进出口 佣金 代理
314,上海 丰上 食品 有限公司,91310117MA1J3B9Y8Y,2019-01-11,未知类型,朱莉萍,0.0,上海,松江,上海市 松江区 九亭 镇 洋河 浜 路 388 号 4 幢 二层 C9 - 1,"食品 销售 , 食用 农产品 食品 添加剂 机械设备 及 配件 日用百货 化妆品 金属制品 五金交电 产品 办公用品 体育用品 塑料制品 纺织品 计算机 软硬件 及 辅助 设备 的 销售 , 企业 管理 咨询 , 从事 货物 及 技术 进出口 业务 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动"
315,上海 七悦 汽车 服务 有限公司,91310115MA1HAEKA69,2019-01-11,未知类型,戚先海,0.0,上海,浦东,浦东新区 惠南镇 听民路 787 号,"机动车 驾驶 服务 , 从事 汽车 技术 领域 内 的 技术开发 技术转让 技术咨询 技术 服务 , 保洁 服务 , 机电设备 安装 维修 , 汽车配件 电子产品 日用百货 的 销售 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 。"
