id,project_name,contract_name,contract_amount,buyer,supplier,procurement_method
173,西吉县教育体育局2025年薄弱学校改造与能力提升(第四批）音体美设备政府采购项目二至三标段,西吉县教育体育局2025年薄弱学校改造与能力提升(第四批）音体美设备政府采购项目二至三标段中标公告,223.03,西吉县教育体育局,未知,公开招标
174,青少年事务社工项目结果公告,青少年事务社工项目结果公告,12.8,中国共产主义青年团武汉市武昌区委员会,武汉楚馨社会工作服务中心,公开招标
175,2025年杨树港河道清淤（福耀一路-杨树港支流）项目中标结果公告,2025年杨树港河道清淤（福耀一路-杨树港支流）项目中标结果公告,66.45,荆门市掇刀区城市河道管理中心,湖北揽胜建设工程有限公司,公开招标
176,英山县人民医院双能X射线骨密度仪中标结果公告,英山县人民医院双能X射线骨密度仪中标结果公告,97.0,英山县人民医院,武汉医泉合医疗器械有限公司,公开招标
177,丰满区（养老）社会福利服务中心新建项目医疗康养设备采购,吉林市新诚招标代理有限公司关于丰满区（养老）社会福利服务中心新建项目医疗康养设备采购中标(成交)结果公告,339.41,吉林市丰满区民政局（本级）,未知,公开招标
178,天山区道路绿化基础整治项目施工,天山区道路绿化基础整治项目施工成交结果公告,640.06,乌鲁木齐市天山区园林管理局（乌鲁木齐市天山区林业和草原局）,未知,公开招标
179,2026年大运河文化旅游景区保洁服务项目,2026年大运河文化旅游景区保洁服务项目中标公告,24036181.12,北京（通州）大运河文化旅游景区管理中心,亿园洁雅环卫（集团）有限责任公司,公开招标
180,鄂州市华容区城市管理执法局本级华容区城市管理第三方综合服务中标（成交）结果公告,鄂州市华容区城市管理执法局本级华容区城市管理第三方综合服务中标（成交）结果公告,411.62,鄂州市华容区城市管理执法局本级,湖北光谷保安服务有限公司,公开招标
181,全市法院融合法庭建设,四川省绵阳市中级人民法院全市法院融合法庭建设中标（成交）结果公告,16595000.0,四川省绵阳市中级人民法院,中国电信股份有限公司绵阳分公司,公开招标
182,西吉县教育体育局2025年薄弱学校改造与能力提升(第二批）教育数字化政府采购项目四至六标段,西吉县教育体育局2025年薄弱学校改造与能力提升(第二批）教育数字化政府采购项目四至六标段中标公告,247.27,西吉县教育体育局,未知,公开招标
183,国家税务总局陕西省税务局2025年基础硬件维护保养项目,国家税务总局陕西省税务局2025年基础硬件维护保养项目中标公告,3393007.0,国家税务总局陕西省税务局,新华三技术有限公司,公开招标
184,大理护理职业学院中药鉴定实训室建设项目,大理护理职业学院中药鉴定实训室建设项目中标结果公告,83.9,大理护理职业学院,河南鼎信实业有限公司,公开招标
185,国家税务总局商河县税务局2026年食堂食材供应及配送服务采购项目,国家税务总局商河县税务局2026年食堂食材供应及配送服务采购项目中标公告,0.0,国家税务总局商河县税务局,济南浩萱商贸有限公司,公开招标
186,西吉县教育体育局2025年薄弱学校改造与能力提升(第二批）教育数字化政府采购项目一至三标段,西吉县教育体育局2025年薄弱学校改造与能力提升(第二批）教育数字化政府采购项目一至三标段中标公告,298.61,西吉县教育体育局,未知,公开招标
187,太原市第三十九中学校保安管理服务项目,太原市第三十九中学校公开招标太原市第三十九中学校保安管理服务项目结果公告,33.46,太原市第三十九中学校,未知,公开招标
188,西吉县教育体育局2025年薄弱学校改造与能力提升(第四批）音体美设备政府采购项目四至五标段,西吉县教育体育局2025年薄弱学校改造与能力提升(第四批）音体美设备政府采购项目四至五标段中标公告,208.13,西吉县教育体育局,未知,公开招标
189,阳泉市公安局高新区分局执法办案管理中心建设（专业设备购置）,阳泉市公安局高新区分局竞争性磋商阳泉市公安局高新区分局执法办案管理中心建设（专业设备购置）结果公告,297.8,阳泉市公安局高新区分局,未知,公开招标
190,合水县中医医院,合水县中医医院“两专科一中心”建设项目（医政项目）设备采购(二次)中标（成交）结果公告,294.84,合水县中医医院,供应商联系地址,公开招标
191,杭州市妇幼保健院无创产前筛查（NIPT-plus）项目外送服务,浙江国际招投标有限公司关于杭州市妇幼保健院无创产前筛查（NIPT-plus）项目外送服务中标(成交)结果公告,0.0,杭州市妇幼保健院,未知,公开招标
192,西安交通大学口腔医院医疗设备更新采购项目（医辅类）,西安交通大学口腔医院医疗设备更新采购项目（医辅类）标段1、2、4、5中标公告,1335000.0,西安交通大学口腔医院,未知,公开招标
193,洛阳市涧西区城市管理局洛阳市涧西区嵩山路区域道路养护采购项目,洛阳市涧西区城市管理局洛阳市涧西区嵩山路区域道路养护采购项目-中标公告,8127.51,洛阳市涧西区城市管理局,地 址,公开招标
194,博州边境管理支队2026年物业服务采购项目,博州边境管理支队2026年物业服务采购项目中标结果公告,880.07,博州边境管理支队,未知,公开招标
195,国家税务总局东莞市税务局塘厦税务分局及第二稽查局2026年食堂食材配送供应服务项目,国家税务总局东莞市税务局塘厦税务分局及第二稽查局2026年食堂食材配送供应服务项目中标公告,0.0,国家税务总局东莞市税务局,广东食唯鲜膳食管理服务有限公司,公开招标
196,孤残儿童生活照护服务,［江西省公共资源交易平台］上饶市敬诚咨询有限公司关于孤残儿童生活照护服务（项目编号：JCZBCG-2025-016# ）结果公示,604.2,上饶市儿童福利中心,叁医柒护（上饶）康养产业发展集团有限公司,公开招标
197,教务处人工智能融通课程建设采购项目（03包）,［江西省公共资源交易平台］江西明台项目咨询管理有限公司关于江西财经大学教务处人工智能融通课程建设采购项目（03包）（项目编号：JXMT【2025】G245-1）第二次公开招标中标结果公告,79.88,江西财经大学,江西超星信息技术有限公司,公开招标
198,奉新县人民医院城东分院医用设备设施采购项目（第二次）,［江西省公共资源交易平台］江西应星工程技术有限公司关于奉新县人民医院城东分院医用设备设施采购项目（第二次）结果公示,173.7,奉新县卫生健康委员会本级,重庆医药集团江西医药有限公司,公开招标
199,工业大道农贸市场土方开挖及边坡治理项目,［江西省公共资源交易平台］江西赣定工程咨询有限公司关于江西省定南县城市管理局工业大道农贸市场土方开挖及边坡治理项目（采购编号：JXGD2025-DN-C022）竞争性磋商成交结果公告,312.85,定南县城市管理局本级,江西富衡建设工程有限公司,公开招标
200,“牛皮癣”小广告清理保洁服务,［江西省公共资源交易平台］赣州市隆鑫招标代理有限公司关于江西省于都县城市管理局“牛皮癣”小广告清理保洁服务项目（项目编号：GZLX2025-YD-C007）不见面电子化竞争性磋商的成交结果公告,61.83,于都县城市管理局,广州铭成环境科技有限公司,公开招标
201,龙口镇、樟木乡、隆坪乡、兴莲乡等4个乡镇国土空间总体规划及圩镇单元详细规划,［江西省公共资源交易平台］赣州市志信招标代理有限公司关于江西省兴国县自然资源局龙口镇、樟木乡、隆坪乡、兴莲乡等4个乡镇国土空间总体规划及圩镇单元详细规划（项目编号：GZZX2025-XG-G002）电子化公开招标的中标结果公告,239.05,兴国县自然资源局本级,赣州市国土空间调查规划研究中心,公开招标
202,上饶市国土空间近期实施规划,［江西省公共资源交易平台］上饶市熹合工程咨询有限公司关于上饶市国土空间近期实施规划（项目编号：XHZFCG-2025-005）竞争性磋商中标公告,145.0,上饶市城乡规划研究中心,中国城市规划设计研究院,公开招标
203,信丰县小江镇内江村建制村通双车道项目,［江西省公共资源交易平台］江西嘉浩招标咨询有限公司关于信丰县小江镇人民政府信丰县小江镇内江村建制村通双车道项目（项目编号：JXJH2025-XF-C015）竞争性磋商的成交结果公告（不见面开标）,209.98,信丰县小江镇人民政府本级,辰特建设集团有限公司,公开招标
204,大余县黄龙镇叶墩村四融一共和美乡村示范点建设项目,［江西省公共资源交易平台］赣州市友宏项目管理有限公司关于江西省大余县黄龙镇人民政府大余县黄龙镇叶墩村四融一共和美乡村示范点建设项目（项目编号：GZYH2025-DY-C012）竞争性磋商的成交结果公告,126.12,大余县黄龙镇人民政府,江西柏达路桥工程有限公司,公开招标
205,江西管理职业学院青山湖校区教学楼和学生宿舍楼维修加固项目,［江西省公共资源交易平台］江西国政招标咨询有限公司关于江西省江西管理职业学院青山湖校区教学楼和学生宿舍楼维修加固项目（采购编号：JXGZ2025-12-1204）竞争性磋商采购成交公告,113.77,江西管理职业学院,江西聚闻工程技术有限公司,公开招标
206,寻乌县长宁气排球馆及篮球场项目,［江西省公共资源交易平台］赣州天泽咨询有限公司关于江西省寻乌县教育体育局寻乌县长宁气排球馆及篮球场项目（项目编号：GZTZ2025-XW-C010）竞争性磋商的结果公示,104.9,寻乌县教育体育局本级,赣州飞安建设有限公司,公开招标
207,抚州市中心城区2026年度元旦春节草花及宿根花卉（含草花专用物资）采购项目,［江西省公共资源交易平台］江西省江咨赣东建设咨询有限公司关于抚州市中心城区2026年度元旦春节草花及宿根花卉（含草花专用物资）采购项目（项目编号：JZGD2025010354）的公开招标变更结果公示,94.02,抚州市市政公用事业服务中心,未知,公开招标
208,庐山市2025-2026年度松材线虫病监测、项目监理及绩效评价项目（第二次）,［江西省公共资源交易平台］九江市建设监理有限公司关于庐山市2025-2026年度松材线虫病监测、项目监理及绩效评价项目（第二次）（项目编号：JJJS2025-146-1）结果公示,87.95,庐山市（庐山风景名胜区管理局）林业局,湖南林科达农林技术服务有限公司,公开招标
209,永丰县人民医院新院区内空气治理采购项目,［江西省公共资源交易平台］永丰县人民医院新院区内空气治理采购项目结果公示,101.0,永丰县人民医院,杭州利纯环保科技有限公司,公开招标
210,河津市第二中学物业管理服务,河津市第二中学物业管理服务结果公告,118.6,河津市第二中学,未知,公开招标
211,武昌区公安分局2026年度全局办公用品、办公耗材及用具采购项目结果公告,武昌区公安分局2026年度全局办公用品、办公耗材及用具采购项目结果公告,83.95,武汉市公安局武昌区分局,武汉中星易云智能科技有限公司,公开招标
212,宜昌市中心城区一类建筑工程项目规划建筑方案日照分析论证（2026年度）成交结果公告,宜昌市中心城区一类建筑工程项目规划建筑方案日照分析论证（2026年度）成交结果公告,98.3,宜昌市自然资源和城乡建设局本级,宜昌市地理信息和规划编制研究中心,公开招标
213,荆门市掇刀区乡村著名行动政府购买服务项目第二次中标（成交）结果公告,荆门市掇刀区乡村著名行动政府购买服务项目第二次中标（成交）结果公告,40.0,荆门市掇刀区民政局,湖北天地云地信科技集团有限公司,公开招标
214,石首市南口镇人民政府本级丰收渠及建设渠沿线绿化工程中标（成交）结果公告,石首市南口镇人民政府本级丰收渠及建设渠沿线绿化工程中标（成交）结果公告,91.48,石首市南口镇人民政府本级,湖北金岑建设工程有限公司,公开招标
215,关于采购医用分子筛制氧系统项目,铜川市耀州区人民医院关于采购医用分子筛制氧系统项目中标（成交）结果公告,149.9,铜川市耀州区人民医院,未知,公开招标
216,交口县康城镇区域养老服务中心设备购置项目,交口县康城镇人民政府公开招标交口县康城镇区域养老服务中心设备购置项目结果公告,254.95,交口县康城镇人民政府,未知,公开招标
217,大足区人民医院2025-2028年保洁服务采购,大足区人民医院2025-2028年保洁服务采购(DZQ25C00086)中标（成交）结果公告,21419208.0,重庆市大足区人民医院,新大正物业集团股份有限公司,公开招标
218,国家税务总局郑州高新技术产业开发区税务局2026年物业管理服务项目,国家税务总局郑州高新技术产业开发区税务局2026年物业管理服务项目中标结果公告,1441245.96,国家税务总局郑州高新技术产业开发区税务局,郑州城发索克科技服务有限公司,公开招标
219,宁县民政局为分散供养特困人员购买床上用品,宁县民政局为分散供养特困人员购买床上用品中标公告,74.65,甘肃省宁县民政局,供应商联系地址,公开招标
220,护理支持服务,黑龙江省医院护理支持服务中标（成交）结果公告,343.38,黑龙江省医院,未知,公开招标
221,昆明阳宗海风景名胜区综合应急救援大队劳务外包服务,昆明阳宗海风景名胜区综合应急救援大队劳务外包服务中标公告,442.5,昆明阳宗海风景名胜区管理委员会农业农村局,云南金鑫保安服务有限公司,公开招标
222,广东省四会监狱罗塘关押点罪犯生活设施（空气能热水供应系统和饮水机）购置项目,广东省四会监狱罗塘关押点罪犯生活设施（空气能热水供应系统和饮水机）购置项目结果公告,139.86,广东省四会监狱,未知,公开招标
223,国家税务总局东莞市税务局南城税务分局2026年食堂食材配送供应服务项目,国家税务总局东莞市税务局南城税务分局2026年食堂食材配送供应服务项目中标公告,0.0,国家税务总局东莞市税务局,东莞市丰盛年农业有限公司,公开招标
224,国家税务总局东莞市税务局东城税务分局2026年食堂食材配送供应服务项目,国家税务总局东莞市税务局东城税务分局2026年食堂食材配送供应服务项目中标公告,0.0,国家税务总局东莞市税务局,广东绿苑农业集团有限公司,公开招标
225,旅游团队电子行程单备案系统运维项目,旅游团队电子行程单备案系统运维项目中标公告,785420.0,北京市文化和旅游局本级行政,北京安业时代科技发展有限公司,公开招标
226,旅行社业务管理系统运维,旅行社业务管理系统运维中标公告,197000.0,北京市文化和旅游局本级行政,北京安业时代科技发展有限公司,公开招标
227,工业和信息化部电子第五研究所华东分所计量校准测试服务,工业和信息化部电子第五研究所华东分所计量校准测试服务中标公告,0.0,工业和信息化部电子第五研究所,中国计量科学研究院,公开招标
228,2025年冶金、危化、非煤矿山企业安全技术服务,太原市万柏林区应急管理局竞争性磋商2025年冶金、危化、非煤矿山企业安全技术服务结果公告,79.54,太原市万柏林区应急管理局,未知,公开招标
229,国家税务总局和平县税务局食堂食材配送服务项目,国家税务总局和平县税务局食堂食材配送服务项目（项目编号：0835-250ZD6900471）中标结果公告,0.0,国家税务总局和平县税务局,河源市千里香农业发展有限公司,公开招标
230,教育日常定额校园安保经费保安服务采购项目,教育日常定额校园安保经费保安服务采购项目中标公告,1400544.0,北京市丰台区嘉园第一幼儿园,北京威远保安服务有限公司,公开招标
231,国家税务总局上海市奉贤区税务局4个集中办公点物业管理服务,国家税务总局上海市奉贤区税务局4个集中办公点物业管理服务中标公告,5806914.58,国家税务总局上海市奉贤区税务局,上海良友物业管理有限公司,公开招标
232,江门市妇幼保健院保安服务委外承包服务项目,江门市妇幼保健院保安服务委外承包服务项目中标（成交）公告,249.85,江门市妇幼保健院,未知,公开招标
233,蚌埠市公安局监管中心食堂食品原材料配送服务项目,蚌埠市公安局监管中心食堂食品原材料配送服务项目中标结果公告,,蚌埠市公安局监所管理支队,安徽邦芸餐饮管理有限公司,公开招标
234,书台校区三期工程图书馆定制书柜、桌椅采购项目,四川省遂宁市第一中学校书台校区三期工程图书馆定制书柜、桌椅采购项目中标（成交）结果公告,485980.0,四川省遂宁市第一中学校,绵阳市涪城区冠美家具经营部,公开招标
235,宁夏回族自治区社会福利院2025-2026年食品原材料供应服务项目,宁夏回族自治区社会福利院2025-2026年食品原材料供应服务项目中标公告,0.0,宁夏回族自治区社会福利院,未知,公开招标
236,安徽省消防救援总队本级安徽省消防救援总队机关2025年度物业服务,安徽省消防救援总队本级安徽省消防救援总队机关2025年度物业服务第1包中标（成交）结果公告,1052686.08,安徽省消防救援总队,合肥浩顺物业管理有限公司,公开招标
237,台安县城区除雪作业市场化项目,台安县城区除雪作业市场化项目结果公告,99.3,台安县城区除雪作业市场化项目,辽宁华驰专用汽车制造有限公司,公开招标
238,安徽省消防救援总队本级安徽省消防救援总队机关2025年度物业服务,安徽省消防救援总队本级安徽省消防救援总队机关2025年度物业服务第2包中标（成交）结果公告,1091039.11,安徽省消防救援总队,合肥黄山大厦酒店管理集团有限公司,公开招标
239,辽宁大学人工智能课程建设服务项目,辽宁大学人工智能课程建设服务项目结果公告,1498000.0,辽宁大学人工智能课程建设服务项目,北京慕华信息科技有限公司,公开招标
240,国家税务总局上海市青浦区税务局物业管理服务,国家税务总局上海市青浦区税务局物业管理服务中标公告,7943908.0,国家税务总局上海市青浦区税务局,上海申勤物业管理服务有限公司,公开招标
241,DSA维保,DSA维保(ZHZ25C00049)中标（成交）结果公告,1876000.0,重庆市忠县人民医院,重庆崇业医疗设备有限公司,公开招标
242,购置检验检测仪器,购置检验检测仪器结果公告,5296620.0,盘锦市市场监管事务服务中心（盘锦市消费者协会办公室）,广东省中科进出口有限公司,公开招标
243,湖南省消防救援总队2023年总队部门集中采购器材装备项目,湖南省消防救援总队2023年总队部门集中采购器材装备项目-特种防护类（包14）（第二次）中标公告,1800120.0,湖南省消防救援总队,未知,公开招标
244,国家税务总局榆林市税务局2026年办税服务厅非执法类辅助性服务,国家税务总局榆林市税务局2026年办税服务厅非执法类辅助性服务中标公告,3229302.0,国家税务总局榆林市税务局,榆林市伯芽人力资源管理有限公司,公开招标
245,贺州市平桂区人民医院血透室医疗设备一批采购,广西旺鑫项目管理咨询有限公司关于贺州市平桂区人民医院血透室医疗设备一批采购（HZZC2025-G1-030140-GXWX) 中标结果公告,651.6,贺州市平桂区人民医院,未知,公开招标
246,西岗街道机关食堂2026年度食材物资采购及配送项目,西岗街道机关食堂2026年度食材物资采购及配送项目中标公告,0.01,南京市栖霞区人民政府西岗办事处（机关）,社会信用代码,公开招标
247,紫金山实验室通感一体化双紧缩场测试系统,紫金山实验室通感一体化双紧缩场测试系统中标公告,1798.0,紫金山实验室,社会信用代码,公开招标
248,政务数据中心安全生产提升,政务数据中心安全生产提升中标公告,468.01,南京市城市数字治理中心,社会信用代码,公开招标
249,南京鼓楼医院GPU服务器,南京鼓楼医院GPU服务器中标公告,148.6,南京鼓楼医院,社会信用代码,公开招标
250,中南财经政法大学南湖校区地下供水主管改造一期项目工程总承包,中南财经政法大学南湖校区地下供水主管改造一期项目工程总承包中标结果公告,4800123.56,中南财经政法大学,武汉三江源水务工程有限公司、武汉恒沛给排水工程设计院有限公司,公开招标
251,美兰区青年路办公区物业服务采购,美兰区青年路办公区物业服务采购结果公告（采购包1）,5673000.0,海口市美兰区机关事务管理局,海南大祥物业服务有限公司,公开招标
252,南京市政务云国产化资源扩容,南京市政务云国产化资源扩容中标公告,1568.0,南京市城市数字治理中心,社会信用代码,公开招标
253,国家税务总局绍兴市柯桥区税务局2026年度食堂食材采购及配送服务项目,国家税务总局绍兴市柯桥区税务局2026年度食堂食材采购及配送服务项目中标公告,0.0,国家税务总局绍兴市柯桥区税务局,浙江餐餐鲜农业科技有限公司,公开招标
254,紫金山实验室确定性遥操作试验控制系统采购项目,紫金山实验室确定性遥操作试验控制系统采购项目中标公告,132.5,紫金山实验室,社会信用代码,公开招标
255,上海市杨浦区市东医院物业设备维保（物业管理）项目,上海市杨浦区市东医院物业设备维保（物业管理）项目的中标（成交）结果公告,4389180.0,上海市杨浦区市东医院,未知,公开招标
256,2025年南京市医疗设备集中采购彩色多普勒超声诊断仪（妇产+心脏+全身）,2025年南京市医疗设备集中采购彩色多普勒超声诊断仪（妇产+心脏+全身）中标公告,189.98,南京市卫生健康委员会,社会信用代码,公开招标
257,南京鼓楼医院零星广告标识采购项目,南京鼓楼医院关于零星广告标识采购项目的中标公告,62.85,南京鼓楼医院,社会信用代码,公开招标
258,2025-2026年驻马店市市级水质自动监测运维项目,2025-2026年驻马店市市级水质自动监测运维项目-中标公告,277.28,驻马店市生态环境监测监控中心,地 址,公开招标
259,2025年度警务通热敏纸和其他印刷品采购,2025年度警务通热敏纸和其他印刷品采购中标公告,104.5,昆山市公安局（本级）,社会信用代码,公开招标
260,2026年南京市浦口区人民政府泰山街道办事处机关食堂原材料采购配送,2026年南京市浦口区人民政府泰山街道办事处机关食堂原材料采购配送中标公告,0.0,南京市浦口区人民政府泰山街道办事处（本级）,社会信用代码,公开招标
261,镇江市公安局数据中心国产化升级替代项目,镇江市公安局数据中心国产化升级替代项目中标公告,469.56,镇江市公安局,社会信用代码,公开招标
262,中山市教育和体育局2026-2027年物业管理服务采购项目,中山市教育和体育局2026-2027年物业管理服务采购项目中标公告,408.7,中山市教育和体育局,未知,公开招标
263,江宁开发区曹村泵站二期等五处一体化净化设施服务,江宁开发区曹村泵站二期等五处一体化净化设施服务中标公告,0.0,南京江宁经济技术开发区管理委员会,社会信用代码,公开招标
264,小店区国家义务教育教学改革实验区教师培训,太原市小店区教育体育局竞争性磋商小店区国家义务教育教学改革实验区教师培训结果公告,71.87,太原市小店区教育体育局,未知,公开招标
265,宁武县应急避难场所资源调查评估及专项规划编制项目,宁武县应急避难场所资源调查评估及专项规划编制项目竞争性磋商的结果公告,53.87,宁武县应急管理局,未知,公开招标
266,张集镇四个村环境整治项目中标结果公告,张集镇四个村环境整治项目中标结果公告,101.9,钟祥市张集镇人民政府,湖北翔奥建设工程有限公司,公开招标
267,宜昌市中心城区一类建筑工程规划建筑方案建筑定位示意图绘制（2026年度）成交结果公告,宜昌市中心城区一类建筑工程规划建筑方案建筑定位示意图绘制（2026年度）成交结果公告,98.29,宜昌市自然资源和城乡建设局本级,宜昌市地理信息和规划编制研究中心,公开招标
268,武汉市社会福利院2026年食堂食材配送服务项目中标结果公告,武汉市社会福利院2026年食堂食材配送服务项目中标结果公告,87.0,武汉市社会福利院,武汉联农生鲜食品加工配送有限公司,公开招标
269,北京市大兴区魏善庄镇第二中心小学校园安保服务项目,北京市大兴区魏善庄镇第二中心小学校园安保服务项目中标公告,1296000.0,北京市大兴区魏善庄镇第二中心小学,戎威远保安服务股份有限公司,公开招标
270,云南省普洱市墨江哈尼族自治县消防救援大队食堂主副食品配送单位采购项目,云南省普洱市墨江哈尼族自治县消防救援大队食堂主副食品配送单位采购项目中标结果公告,0.0,墨江哈尼族自治县消防救援大队,墨江云尚优鲜超市,公开招标
271,2026年度复旦大学实验室化学废弃物（危险废物）处置,2026年度复旦大学实验室化学废弃物（危险废物）处置中标公告,3522500.0,复旦大学,上海环境集团环保有限公司,公开招标
272,三都县城区市政路灯智慧节能改造能源托管服务项目,三都县城区市政路灯智慧节能改造能源托管服务项目的中标(成交)结果公告,590.2,三都水族自治县住房和城乡建设局,未知,公开招标
273,福泉市中医医院2025年度非集采中药饮片采购项目,福泉市中医医院2025年度非集采中药饮片采购项目的中标(成交)结果公告,220.81,福泉市中医医院,未知,公开招标
274,省直机关公安厅集中办公区秩序维护（安保）服务项目,省直机关公安厅集中办公区秩序维护（安保）服务项目结果公告,1070.0,山西省机关事务管理局,未知,公开招标
275,黎城县公办养老中心项目设计服务,黎城县公办养老中心项目设计服务结果公告,91.4,黎城县民政和人力资源社会保障局,未知,公开招标
276,后勤服务外包项目,西安高新第五小学后勤服务外包项目中标（成交）结果公告,67.08,西安高新第五小学,未知,公开招标
277,天津市消防救援总队特勤支队轻纺大道站车辆维修项目,天津市消防救援总队特勤支队轻纺大道站车辆维修项目中标公告,200000.0,天津市消防救援总队特勤支队,天津长赢汽车维修有限公司,公开招标
278,2025年医疗投诉纠纷管理系统等信息系统(二次),川北医学院附属医院2025年医疗投诉纠纷管理系统等信息系统(二次)中标（成交）结果公告,30.8,川北医学院附属医院,未知,公开招标
279,2025年口腔CT等一批设备采购项目,四川省人民医院2025年口腔CT等一批设备采购项目中标（成交）结果公告,760540.0,四川省人民医院,四川光正达医疗科技有限公司,公开招标
280,国家体育总局训练局2026年食材采购项目,国家体育总局训练局2026年食材采购项目中标公告,0.0,国家体育总局训练局,北京强峰胜鑫水产有限责任公司,公开招标
281,2026年度金泽镇水利设施（镇级）长效管理养护项目,2026年度金泽镇水利设施（镇级）长效管理养护项目的中标（成交）结果公告,0.0,上海市青浦区金泽镇人民政府,未知,公开招标
282,2025年医疗投诉纠纷管理系统等信息系统(二次),川北医学院附属医院2025年医疗投诉纠纷管理系统等信息系统(二次)中标（成交）结果公告,208700.0,川北医学院附属医院,江苏桴鼓科技有限公司,公开招标
283,国家税务总局东莞松山湖高新技术产业开发区税务局食堂食材配送供应服务项目,国家税务总局东莞松山湖高新技术产业开发区税务局食堂食材配送供应服务项目中标结果公告,0.0,国家税务总局东莞松山湖高新技术产业开发区税务局,广东晶美餐饮管理服务有限公司,公开招标
284,福州港江阴港区进港航道二期工程维护疏浚总承包服务,福州港江阴港区进港航道二期工程维护疏浚总承包服务结果公告（采购包1）,8387000.0,福建省福州港口发展中心,福建省港航勘察设计院有限公司,公开招标
285,宁波市公安局前湾新区分局前湾派出所物业管理服务采购项目,（项目编号：QWZFCG25091）宁波市公安局前湾新区分局前湾派出所物业管理服务采购项目中标(成交)结果公告,148.83,宁波市公安局前湾新区分局,未知,公开招标
286,暨南大学附属顺德医院医用内窥镜采购项目,暨南大学附属顺德医院医用内窥镜采购项目结果公告,176.86,暨南大学附属顺德医院（佛山市顺德区第二人民医院、佛山市顺德区冯尧敬纪念医院）,未知,公开招标
287,杭州第四中学江东学校2026年物业管理服务采购项目,杭州市公共资源交易中心关于杭州第四中学江东学校2026年物业管理服务采购项目中标(成交)结果公告,715.0,杭州第四中学江东学校,未知,公开招标
288,中山大学附属第一医院COTRS紧急迁移和系统安全加固项目招标项目,中山大学附属第一医院COTRS紧急迁移和系统安全加固项目招标项目（项目编号：M4400000707533861）中标公告,4800000.0,中山大学附属第一医院,中国信息安全测评中心（主）中山大学（成）深圳市中标医学数据研究中心（成）,公开招标
289,沈阳师范大学电子顺磁共振波谱仪及配套设备采购项目,沈阳师范大学电子顺磁共振波谱仪及配套设备采购项目（第二次）结果公告,6070700.0,沈阳师范大学,广东省中科进出口有限公司,公开招标
290,国家税务总局上海市闵行区税务局机关大楼物业管理服务,国家税务总局上海市闵行区税务局机关大楼物业管理服务中标公告,4699485.0,国家税务总局上海市闵行区税务局,上海鑫铭物业管理有限公司,公开招标
291,大石桥市中医院办公用品及设备维护服务,大石桥市中医院办公用品及设备维护服务结果公告,98.5,大石桥市中医院,大石桥市德通办公用品商店,公开招标
292,沈阳市康家山监狱食堂食材配送服务项目,沈阳市康家山监狱食堂食材配送服务项目结果公告,87.0,沈阳市康家山监狱食堂食材配送服务项目,厨管家(辽宁)食材供应链管理有限公司,公开招标
293,营口市北部城区路灯合同能源管理项目,营口市北部城区路灯合同能源管理项目结果公告,89.2,营口市公共设施维护集团（营口市公共设施维护中心）,北京新时空科技股份有限公司,公开招标
294,马山县妇幼保健院物业服务采购项目,马山县妇幼保健院物业服务采购项目中标公告,293.76,马山县妇幼保健院,未知,公开招标
295,铁岭县乡镇民政服务站购买服务项目,铁岭县乡镇民政服务站购买服务项目结果公告,2585000.0,铁岭县民政局,铁岭县鑫旺社会工作服务中心,公开招标
296,文水县子夏公园项目,文水县子夏公园项目结果公告,237.3,文水县市政工程建设服务中心,未知,公开招标
297,2025年省政府周边及主要街路亮化设施维护,2025年省政府周边及主要街路亮化设施维护结果公告,5977828.96,2025年省政府周边及主要街路亮化设施维护001包,沈阳东正市政工程有限公司,公开招标
298,开封市生态环境局大气污染防治奖补设备采购项目,开封市生态环境局大气污染防治奖补设备采购项目-中标公告,289.7,开封市生态环境局,地 址,公开招标
299,攀枝花市区域应急救援能力提升项目（第三期）,攀枝花市应急管理局攀枝花市区域应急救援能力提升项目（第三期）中标（成交）结果公告,890.6,攀枝花市应急管理局,未知,公开招标
300,贵州大学酿酒与食品工程学院食品科学与技术创新分析鉴定平台建设项目,贵州大学酿酒与食品工程学院食品科学与技术创新分析鉴定平台建设项目中标(成交)结果公告,0.0,贵州大学,未知,公开招标
301,鹤山市人民检察院办案用房电梯采购及安装项目,鹤山市人民检察院办案用房电梯采购及安装项目结果公告,44.14,鹤山市人民检察院,未知,公开招标
302,顶科社区综合管理辅助力量项目,顶科社区综合管理辅助力量项目的中标（成交）结果公告,0.0,上海市浦东新区南汇新城镇人民政府,未知,公开招标
303,2026-2028年书院镇镇管河道综合管理养护项目,2026-2028年书院镇镇管河道综合管理养护项目的中标（成交）结果公告,0.0,上海市浦东新区书院镇人民政府,未知,公开招标
304,竹山县溢水镇人民政府本级竹山县溢水镇何家湾移民安置点沿河道路建设项目中标(成交)结果公告,竹山县溢水镇人民政府本级竹山县溢水镇何家湾移民安置点沿河道路建设项目中标(成交)结果公告,346.59,竹山县溢水镇人民政府本级,湖北厚亨建筑工程有限公司,公开招标
305,襄阳市高新区土地征收成片开发方案调整方案工作中标成交公告,襄阳市高新区土地征收成片开发方案调整方案工作中标成交公告,39.15,襄阳市高新技术产业开发区自然资源和规划服务中心,武汉新途规划勘测有限公司,公开招标
306,牟定县2025年生产障碍耕地治理项目,牟定县2025年生产障碍耕地治理项目公开招标中标结果公告,155.5,牟定县农业农村局,云南正升环保科技有限公司,公开招标
