id,product_name,keyword,price,supplier,address,description,product_category,collection_time,collection_time_2,supplier_2,created_at,updated_at
203,嘉 兴三星多联机计费系统 适用办公楼 维持温度平衡,办公收费系统,888.0,赣州星控暖通设备有限公司,江西省赣州市赣州经济技术开发区香江大道北侧、华坚北路西侧赣州国际企业中心C1栋楼9层5#办公、6#办公5室19号,类别：仪器仪表;自动化仪器仪表;集中控制装置,办公,2026-01-17,2026-01-17,赣州星控暖通设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
204,绍 兴奥克斯多联机计费系统 适用办公楼 远程温度调整,办公收费系统,888.0,赣州星控暖通设备有限公司,江西省赣州市赣州经济技术开发区香江大道北侧、华坚北路西侧赣州国际企业中心C1栋楼9层5#办公、6#办公5室19号,类别：仪器仪表;自动化仪器仪表;集中控制装置,办公,2026-01-17,2026-01-17,赣州星控暖通设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
205,海 口天加多联机计费系统 适用办公楼 维持温度平衡,办公收费系统,888.0,赣州星控暖通设备有限公司,江西省赣州市赣州经济技术开发区香江大道北侧、华坚北路西侧赣州国际企业中心C1栋楼9层5#办公、6#办公5室19号,类别：仪器仪表;自动化仪器仪表;集中控制装置,办公,2026-01-17,2026-01-17,赣州星控暖通设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
206,重 庆海信多联机计费系统 适用办公楼 远程温度调整,办公收费系统,888.0,赣州星控暖通设备有限公司,江西省赣州市赣州经济技术开发区香江大道北侧、华坚北路西侧赣州国际企业中心C1栋楼9层5#办公、6#办公5室19号,类别：仪器仪表;自动化仪器仪表;集中控制装置,办公,2026-01-17,2026-01-17,赣州星控暖通设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
207,道路1吨压路机 草坪泥土压实机 工程回填压道机,压路机,26400.0,金乡县华驰工程机械有限公司,金乡县金乡街道金南产业园,类别：机械设备;筑养路机械;压路机,压实,2026-01-17,2026-01-17,金乡县华驰工程机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
208,小型压路机1吨3吨震动座驾沥青草坪压实压土机,压路机,4300.0,山东翔工机械有限公司,济宁高新区柳行街道办事处天一新型材料工业园,类别：机械设备;筑养路机械;压路机,压实,2026-01-17,2026-01-17,山东翔工机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
209,哈威重工冲击碾压机YP30 梅花碾压路机 204kw功率齐全规格,压路机,68000.0,河南哈威重工科技有限公司,河南省郑州市高新技术产业开发区瑞达路96号创业中心1号楼C区217,类别：机械设备;筑养路机械;压路机,其他,2026-01-17,2026-01-17,河南哈威重工科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
210,路工机械设备 梅花碾冲击压路机 规模生产 筑路工艺精湛,压路机,63600.0,河南省路工机械设备有限公司,河南省郑州市荥阳市王村镇小村村880号,类别：机械设备;筑养路机械;压路机,机械,2026-01-17,2026-01-17,河南省路工机械设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
211,启明星 全液压压路机 道路压平机械 修路设备 运行平稳 货源充足,压路机,10000.0,山东启明星机械设备有限公司,山东省泰安市肥城市安临站镇翟家杭村北工业园066号,类别：机械设备;筑养路机械;压路机,机械,2026-01-17,2026-01-17,山东启明星机械设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
212,STORIKE/SDBM两吨小型压路机双钢轮全液压操作,压路机,3000.0,山东奔马工程机械有限公司,山东省济宁市高新区柳行街道崇文大道596-2号,类别：机械设备;筑养路机械;压路机,其他,2026-01-17,2026-01-17,山东奔马工程机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
213,道路压实机械 驾驶式振动压实机 小型压路机出租,压路机,6666.0,徐州市华通公路工程机械有限公司,徐州市贾汪区紫庄镇紫霞路中段路西,类别：机械设备;筑养路机械;压路机,机械,2026-01-17,2026-01-17,徐州市华通公路工程机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
214,柴油座驾压路机沟槽回膜压实机 全液压震动冲击式压土机,压路机,4099.0,山东东程机械制造有限公司,山东省济宁市高新区柳行街道均和云谷济宁创新谷科技园29号1-2层0101号2层201室,类别：机械设备;筑养路机械;压路机,压实,2026-01-17,2026-01-17,山东东程机械制造有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
215,YLJ-2T座驾式双钢轮压路机 全液压双驱动碾实机 利亨多种款式,压路机,23000.0,山东利亨机械集团有限公司,山东省济宁市高新区安全装备产业园C区德源路路东厂房,类别：机械设备;筑养路机械;压路机,其他,2026-01-17,2026-01-17,山东利亨机械集团有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
216,单钢轮压路机 8吨沥青路面土方压实机 支持定做,压路机,13000.0,山东诺特机械有限公司,山东省济宁市兖州区新兖镇经济开发区地质勘探院南88米东程集团院内,类别：机械设备;筑养路机械;压路机,压实,2026-01-17,2026-01-17,山东诺特机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
217,徐工集团1吨双钢轮座驾式振动压路机电喷水电启动转弯灵活,压路机,25000.0,济宁路安机械有限公司,济宁市美恒·济宁国际汽车博览城西片区工程机械市场GC13-0111,类别：机械设备;筑养路机械;压路机,其他,2026-01-17,2026-01-17,济宁路安机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
218,震动冲击式压路机 篮球场压实压平机 实体工厂,压路机,10000.0,山东思拓瑞克工程机械有限公司,山东省济宁市高新区柳行街道崇文大道2166号杨家河科技创业园A区2号,类别：机械设备;筑养路机械;压路机,压实,2026-01-17,2026-01-17,山东思拓瑞克工程机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
219,回填土手扶座驾式压路机1吨2吨3吨6吨8吨10吨压路压实机,压路机,5000.0,山东捷克机械有限公司,山东省济宁市任城区南张街道金宇路西延S319省道 300 米路南3号楼102号,类别：机械设备;筑养路机械;压路机,压实,2026-01-17,2026-01-17,山东捷克机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
220,绿地租赁专业出租263236吨压路机 羊角碾 可定制,压路机,10000.0,徐州绿地工程机械租赁有限公司,江苏徐州,类别：机械设备;筑养路机械;压路机,其他,2026-01-17,2026-01-17,徐州绿地工程机械租赁有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
221,小型手扶式单钢轮压路机，小柴油手扶工程压实机,压路机,8303.0,山东骄之力机械设备有限公司,山东省济宁市高新区康泰路266号,类别：机械设备;筑养路机械;压路机,压实,2026-01-17,2026-01-17,山东骄之力机械设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
222,全国小型压路机品牌排行 匠工手扶双轮厂家 低价销售,压路机,6800.0,山东匠工机械有限公司,山东济宁,类别：机械设备;筑养路机械;压路机,其他,2026-01-17,2026-01-17,山东匠工机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
223,小型震动双轮压土机驾驶路面机械全液压微型压路机,压路机,14500.0,山东宏浩机电设备制造有限公司,山东济宁,类别：机械设备;筑养路机械;压路机,机械,2026-01-17,2026-01-17,山东宏浩机电设备制造有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
224,小型座驾压路机 道路施工冲击式压土机 结构简单,压路机,6500.0,济宁亚科机械设备有限公司,山东省济宁市任城区李营街道中德广场B座办公楼01单元20层2012号,类别：机械设备;筑养路机械;压路机,其他,2026-01-17,2026-01-17,济宁亚科机械设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
225,小型座驾压路机 驾驶式双钢轮 后轮辅助 性价比高,压路机,11800.0,山东翔工机械有限公司,济宁高新区柳行街道办事处天一新型材料工业园,类别：机械设备;筑养路机械;压路机,其他,2026-01-17,2026-01-17,山东翔工机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
226,科瑞机械 双钢轮压路机 地下室压实设备 安全性能高,压路机,9800.0,山东科瑞机械设备有限公司,山东省济宁市任城区李营街道中德广场B座办公楼01单元20层2012号,类别：机械设备;筑养路机械;压路机,机械,2026-01-17,2026-01-17,山东科瑞机械设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
227,鼎东手扶双轮 液压震动钢轮小型压土机 座驾压路机,压路机,11000.0,济宁鼎东机械设备有限公司,济宁市金宇路47号汇景国际二期C座十六层1602号房,类别：机械设备;筑养路机械;压路机,其他,2026-01-17,2026-01-17,济宁鼎东机械设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
228,鼎东座驾式双驱振动压路机 马路路面整平设备,压路机,11000.0,济宁鼎东机械设备有限公司,济宁市金宇路47号汇景国际二期C座十六层1602号房,类别：机械设备;筑养路机械;压路机,设备,2026-01-17,2026-01-17,济宁鼎东机械设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
229,聚仁压路机 压路器小钢轮 钢轮小型压土机设备,压路机,12000.0,山东聚仁机械有限公司,济宁高新区金宇路47号汇景国际城A座513室,类别：机械设备;筑养路机械;压路机,设备,2026-01-17,2026-01-17,山东聚仁机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
230,鼎东压路机 座驾液压震动压实机 手扶式压土机,压路机,11700.0,济宁鼎东机械设备有限公司,济宁市金宇路47号汇景国际二期C座十六层1602号房,类别：机械设备;筑养路机械;压路机,压实,2026-01-17,2026-01-17,济宁鼎东机械设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
231,小型压路机厂家 微型单双钢轮回填路面用 CE质量认证,压路机,9562.0,中旺机械装备（山东）有限公司,山东省济宁市任城区李营街道中德广场A座1604室,类别：机械设备;筑养路机械;压路机,其他,2026-01-17,2026-01-17,中旺机械装备（山东）有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
232,质量稳定 冲击式压路机 售后服务用心 厂家直售 艾迪尔,压路机,8600.0,徐州艾迪尔机械科技有限公司,徐州市云龙区大龙湖办事处刘桥村干桑树西组,类别：机械设备;筑养路机械;压路机,其他,2026-01-17,2026-01-17,徐州艾迪尔机械科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
233,小型压路机 手扶 / 座驾可选 庭院 / 乡村道路压实 厂家直售,压路机,15000.0,山东恒旺重工机械设备有限公司,山东省济宁市任城区运河经济开发区新材料产业园辰宁路,类别：机械设备;筑养路机械;压路机,压实,2026-01-17,2026-01-17,山东恒旺重工机械设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
234,压路机沥青路面压实压土机座驾柴油振动压实机,压路机,9125.0,山东奥莱机械有限公司,山东省济宁市任城区李营街道中德广场A座1601室,类别：机械设备;筑养路机械;压路机,压实,2026-01-17,2026-01-17,山东奥莱机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
235,艾立克 座驾式压路机 双驱振动碾 新压实机小型单轮,压路机,11000.0,山东艾立克工程机械有限公司,山东省济宁市高新区英克莱工业园区院内4号厂房,类别：机械设备;筑养路机械;压路机,压实,2026-01-17,2026-01-17,山东艾立克工程机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
236,行驶模式灵活 全向叉车 高负载能力 适用于大型仓库 常宝盛,叉车,68000.0,常州常宝盛叉车有限公司,常州经济开发区横林镇横洛路218号,类别：五金机电;搬运起重;搬运堆高设备,其他,2026-01-17,2026-01-17,常州常宝盛叉车有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
237,前移式电动叉车 门架堆高车 仓库搬运车 省时省力,叉车,70000.0,成都山野机械设备有限公司,成都市金牛区金府路555号万贯五金机电市场18号配送大厅11号,类别：五金机电;搬运起重;搬运堆高设备,其他,2026-01-17,2026-01-17,成都山野机械设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
238,电调光膜PET基材专业生产商 诺力叉车品质保证 环保材料,叉车,60.0,深圳市通利健科技有限公司,深圳市宝安区福海街道展城社区蚝业路59号2栋厂房504,类别：包装印刷;塑料膜;保护膜,其他,2026-01-17,2026-01-17,深圳市通利健科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
239,丰田原装进口1.5吨平衡重叉车 两节门架标准提升3米,叉车,5800.0,上海永恪叉车有限公司,上海市松江区车墩镇莘莘路32号5421,类别：机械设备;通用设备;搬运设备,其他,2026-01-17,2026-01-17,上海永恪叉车有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
240,3.6吨重型电动托盘车 晟煜叉车 升高1440mm 新能源便携式叉 车,叉车,7600.0,山西华康机械制造有限公司,山西省太原市万柏林区下元街道晋祠路一段8号中海寰宇4幢22层2206-3号,类别：五金机电;搬运起重;搬运堆高设备,其他,2026-01-17,2026-01-17,山西华康机械制造有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
241,BYD平衡重式叉车CPD16S 三支点锂电池搬运车 电动叉车 规格齐全,叉车,100000.0,无锡市名勋叉车有限公司,无锡市新吴区梅村工业集中区群兴路5号-9,类别：五金机电;搬运起重;搬运堆高设备,其他,2026-01-17,2026-01-17,无锡市名勋叉车有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
242,新能源电动叉车 晟煜机械制造 多吨位车搬运车 载重强 支持验厂,叉车,8500.0,山西中跃机械制造有限公司,山西省太原市小店区晋阳街68号海棠国际大厦14层15层（入驻山西和创空间企业孵化园有限公司-5963号）,类别：五金机电;搬运起重;搬运堆高设备,机械,2026-01-17,2026-01-17,山西中跃机械制造有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
243,高位拣选叉车 电机驱动车 装载装卸搬运 应用范围广,叉车,5800.0,重庆鼎尚力叉车销售有限公司,重庆市九龙坡区白市驿镇农科大道66号精品A号馆35-36,类别：五金机电;搬运起重;搬运堆高设备,装载,2026-01-17,2026-01-17,重庆鼎尚力叉车销售有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
244,2吨多功能电动叉车 仓储地牛小型搬运堆高车 厂家直发,叉车,8800.0,山东山鼎工程机械集团有限公司,山东省德州市禹城市十里望工业园山鼎路北首路西,类别：五金机电;搬运起重;搬运堆高设备,其他,2026-01-17,2026-01-17,山东山鼎工程机械集团有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
245,升降车 结构稳固 应用于仓库运输 CPD-20叉车 聚壹环保,叉车,10000.0,陕西聚壹环保科技有限公司,陕西省西安市国际港务区中源汽配城C区一号楼5层A06号,类别：五金机电;搬运起重;搬运堆高设备,其他,2026-01-17,2026-01-17,陕西聚壹环保科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
246,防爆式全电动堆高车 电动叉车 货物搬运工具车 厂家直供 特恒旺,叉车,37800.0,特恒旺工业设备（武汉）有限公司,武昌区中南路街武昌区丁字桥路文安街中南SOHO城（向阳村城中村改造K1地块）1单元15层5室,类别：五金机电;搬运起重;搬运堆高设备,其他,2026-01-17,2026-01-17,特恒旺工业设备（武汉）有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
247,叉车16吨 动力装卸加高加厚升降运输快 复达机械,叉车,320000.0,泉州市复达机械设备有限公司,福建省南安市霞美镇创业大道3-572号,类别：五金机电;搬运起重;搬运堆高设备,机械,2026-01-17,2026-01-17,泉州市复达机械设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
248,站驾式全电动叉车 搬运堆垛车 手扶站立式堆高车,叉车,2300.0,邢台市卓讯机械厂,河北邢台高新技术产业开发 ull,类别：五金机电;搬运起重;搬运堆高设备,其他,2026-01-17,2026-01-17,邢台市卓讯机械厂,2026-01-18 13:17:32,2026-01-18 13:17:32
249,堆高车 1.5吨电动叉车小型 可用于仓库货架 实力工厂,叉车,6000.0,济宁山江工程机械有限公司,汶上县经济开发区辰欣路以南、宁民路以西、曙光路以东,类别：机械设备;起重机械;其他起重机械,其他,2026-01-17,2026-01-17,济宁山江工程机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
250,座驾式小型2.5吨叉车 多功能液压搬运车 升降平稳,叉车,29000.0,郓城通畅机械设备有限公司,山东省菏泽市郓城县张营镇大人村村南,类别：五金机电;搬运起重;搬运堆高设备,其他,2026-01-17,2026-01-17,郓城通畅机械设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
251,4吨新能源叉车厂商 2吨电动堆高车 性能优越售后质保 东程机械,叉车,18900.0,山东东程机械制造有限公司,山东省济宁市高新区柳行街道均和云谷济宁创新谷科技园29号1-2层0101号2层201室,类别：五金机电;搬运起重;搬运堆高设备,机械,2026-01-17,2026-01-17,山东东程机械制造有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
252,四轮起升2.5吨电动叉车工业托盘搬运车液压升降座驾式新能源叉车,叉车,10000.0,山东捷茂机械有限公司,济宁高新区柳行街道办事处海川路杰威迅工业园,类别：五金机电;搬运起重;搬运堆高设备,其他,2026-01-17,2026-01-17,山东捷茂机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
253,小型电动叉车2吨全自动液压升降堆高搬运座驾式新能源电瓶叉车,叉车,8250.0,中旺机械装备（山东）有限公司,山东省济宁市任城区李营街道中德广场A座1604室,类别：五金机电;搬运起重;搬运堆高设备,其他,2026-01-17,2026-01-17,中旺机械装备（山东）有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
254,奥莱 户外用搬运设备 柴油四驱堆高车 山地搬运货物用越野叉车,叉车,44000.0,山东奥莱机械有限公司,山东省济宁市任城区李营街道中德广场A座1601室,类别：五金机电;搬运起重;搬运堆高设备,设备,2026-01-17,2026-01-17,山东奥莱机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
255,山立重工全地形10吨柴油四驱越野叉车 搬运堆高装卸一机多用,叉车,100800.0,山东山立重工机械有限公司,山东省烟台市莱州市沙河镇八里庄村,类别：机械设备;通用设备;搬运设备,其他,2026-01-17,2026-01-17,山东山立重工机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
256,FUDAFDM8150-15T 四轮驱动15吨前移式越野叉车,叉车,420000.0,泉州市复达机械设备有限公司,福建省南安市霞美镇创业大道3-572号,类别：五金机电;搬运起重;搬运堆高设备,其他,2026-01-17,2026-01-17,泉州市复达机械设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
257,禹尧 电动叉车 高效灵活 安全可靠 厂家供应1020kg,叉车,8000.0,上海禹尧机电科技有限公司,上海市金山区张堰镇松金公路2758号1幢A1621室,类别：五金机电;搬运起重;搬运堆高设备,其他,2026-01-17,2026-01-17,上海禹尧机电科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
258,工程建设用四驱搬运车 工地货物举高运输车 多功能内燃式越野叉车,叉车,22000.0,山东山鼎工程机械集团有限公司,山东省德州市禹城市十里望工业园山鼎路北首路西,类别：五金机电;搬运起重;搬运堆高设备,其他,2026-01-17,2026-01-17,山东山鼎工程机械集团有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
259,艾立克 内燃式柴油四驱越野叉车 3吨堆高装卸货车 工地装卸堆高车,叉车,44500.0,山东艾立克工程机械有限公司,山东省济宁市高新区英克莱工业园区院内4号厂房,类别：五金机电;搬运起重;搬运堆高设备,其他,2026-01-17,2026-01-17,山东艾立克工程机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
260,附近叉车临时卸货电话 装卸搬运机械 造纸货物装卸 欢迎致电,叉车,200.0,深圳市亿立达设备租赁有限公司,深圳市罗湖区黄贝街道黄贝岭社区深南东路1002号黄贝岭下村182栋402,类别：五金机电;搬运起重;搬运堆高设备,机械,2026-01-17,2026-01-17,深圳市亿立达设备租赁有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
261,聚仁电动叉车 大功率四轮座驾式搬运车地牛 液压锂电小型叉车,叉车,18400.0,山东聚仁机械有限公司,济宁高新区金宇路47号汇景国际城A座513室,类别：五金机电;搬运起重;搬运堆高设备,其他,2026-01-17,2026-01-17,山东聚仁机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
262,电动叉车 3吨2吨1吨小型新能源电叉车 四轮装卸升降堆高车,叉车,4980.0,济宁亿涵工程机械有限公司,山东省济宁市任城区长沟镇北南田村886号-4,类别：五金机电;搬运起重;搬运堆高设备,其他,2026-01-17,2026-01-17,济宁亿涵工程机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
263,山地柴油越野叉车 5吨建筑工程耐磨专用叉 车 工地利器,叉车,8000.0,山东鼎源机械设备有限公司,山东省德州市禹城市西城经济产业园亿鑫街北300米,类别：五金机电;搬运起重;搬运堆高设备,其他,2026-01-17,2026-01-17,山东鼎源机械设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
264,聚仁 内燃式柴油四驱越野叉车 建筑工地装卸设备 内燃装卸车,叉车,44100.0,山东聚仁机械有限公司,济宁高新区金宇路47号汇景国际城A座513室,类别：五金机电;搬运起重;搬运堆高设备,设备,2026-01-17,2026-01-17,山东聚仁机械有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
265,ci5500小字符喷码机 数字标志图形打码机 线缆建材油墨喷印机,喷墨打印机,50000.0,广州市蓝新机电设备有限公司,广州市黄埔区科汇一街4号801房,类别：机械设备;包装机械;辅助包装机械,其他,2026-01-17,2026-01-17,广州市蓝新机电设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
266,纸箱大幅面信息表UV喷码机智能在线流水线零OVC环保墨打码印刷机,喷墨打印机,48000.0,苏州欧码喷印技术有限公司,张家港市塘桥镇富民中路299号,类别：机械设备;包装机械;辅助包装机械,其他,2026-01-17,2026-01-17,苏州欧码喷印技术有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
267,数码卷筒印刷机喷墨打印机宽幅标签机惠佰数科HB-6000,喷墨打印机,56600.0,合肥惠佰数码科技有限公司,浙江省杭州市滨江区乳泉路825号荟鼎智创中心9幢7层,类别：办公文教;办公设备;喷墨打印机,其他,2026-01-17,2026-01-17,合肥惠佰数码科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
268,爱普生 CW-C6030P 不干胶彩色喷墨打印机 食品药品化工标签 带剥离器,喷墨打印机,200.0,深圳市零达时代科技有限公司,深圳市光明区马田街道合水口社区第三工业区长廊1号H5133,类别：办公文教;办公设备;喷墨打印机,其他,2026-01-17,2026-01-17,深圳市零达时代科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
269,A4宽幅卷筒喷墨打印机 轮胎不干胶标签打印 爱普生6530,喷墨打印机,56600.0,合肥惠佰数码科技有限公司,安徽省合肥市庐阳区界首路99号栢景雅筑5幢商105,类别：办公文教;办公设备;喷墨打印机,其他,2026-01-17,2026-01-17,合肥惠佰数码科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
270,惠普Tank531/675/755惠彩连供打印一体机商用办公家用喷墨打印机,喷墨打印机,1399.0,北京云祥鼎泰科技有限公司,北京市通州区通胡大街11号-1三层C1,类别：办公文教;办公设备;喷墨打印机,办公,2026-01-17,2026-01-17,北京云祥鼎泰科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
271,爱普生7520高速全彩色喷墨打印机 高清彩色不干胶标签打印机,喷墨打印机,53000.0,绍兴振北标签科技有限公司,浙江省绍兴市柯桥区杨汛桥街道特色产业园1幢401室,类别：办公文教;办公设备;喷墨打印机,其他,2026-01-17,2026-01-17,绍兴振北标签科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
272,爱普生TM-C3520 带切纸 超高速工业级 喷墨打印机 彩色标签打印机厂家,喷墨打印机,75.0,深圳市银顺达科技有限公司,深圳市龙岗区坂田街道杨美社区坂锦路10号万致大厦2209,类别：办公文教;办公设备;喷墨打印机,其他,2026-01-17,2026-01-17,深圳市银顺达科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
273,映美 G301/G302WA4/A5自动双面 凭证电子发票喷墨打印机,喷墨打印机,1100.0,厦门兴道盛电子技术有限公司,厦门市软件园二期观日路32号103室04区之二,类别：办公文教;办公设备;喷墨打印机,电子,2026-01-17,2026-01-17,厦门兴道盛电子技术有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
274,惠普（hp）531 内置连供无线彩色喷墨打印机办公多功能一体机,喷墨打印机,1600.0,成都讯雷科技有限责任公司,成都市武侯区一环路南二段1号1栋3层9号,类别：办公文教;办公设备;喷墨打印机,办公,2026-01-17,2026-01-17,成都讯雷科技有限责任公司,2026-01-18 13:17:32,2026-01-18 13:17:32
275,化工宽幅不干胶标签打印机 泛越高速高清全彩色喷墨打印机,喷墨打印机,49600.0,泛越材料科 ull有限公司,苏州市吴江区东太湖生态旅游度假区（太湖新城）中山南路568号19幢102,类别：办公文教;办公设备;喷墨打印机,其他,2026-01-17,2026-01-17,泛越材料科 ull有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
276,赢彩 大型装饰画打印机设备 星光晶瓷画UV打印机 彩绘uv喷墨机,喷墨打印机,98000.0,济南赢彩数码科技有限公司,山东省济南市历城区荷花路街道宁华路288号北100米院内东南角101室,类别：机械设备;印刷机械;印中加工设备,设备,2026-01-17,2026-01-17,济南赢彩数码科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
277,uv平板打印机 色彩亮丽清晰度高 彩色喷墨印刷设备不限材质 神彩,喷墨打印机,70000.0,山东神彩电子科技有限公司,泰安市泰山区万官大街与青年路路口东20米路南,类别：机械设备;印刷机械;印中加工设备,设备,2026-01-17,2026-01-17,山东神彩电子科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
278,SUSS MicroTec进口PiXDRO高级研究型喷墨打印机LP50,喷墨打印机,111.0,深圳市现代豪方仪器仪表科技有限公司,深圳市南山区南头街道马家龙社区虹步路39号马家龙14栋501B,类别：办公文教;办公设备;喷墨打印机,其他,2026-01-17,2026-01-17,深圳市现代豪方仪器仪表科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
279,照片彩色喷墨打印机WIFI无线一体机家用复印机,喷墨打印机,4680.0,广州市伟太计算机科技有限公司,广州市天河区体育东路122号羊城商贸中心西塔2304,类别：办公文教;办公设备;喷墨打印机,其他,2026-01-17,2026-01-17,广州市伟太计算机科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
280,罗兰 大幅面交通标识喷墨打印机 TrueVIS VF2-640 高速彩色喷墨,喷墨打印机,180000.0,上海世之谦数码科技有限公司,上海市金山区廊下镇景乐路228号7幢E392室,类别：办公文教;办公设备;喷墨打印机,其他,2026-01-17,2026-01-17,上海世之谦数码科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
281,汉印彩色喷墨打印机V1 简约百搭 更灵活 更便携,喷墨打印机,886.25,广州旭雅文化发展有限公司,广州市黄埔区开创大道1946号（裙房、办公自编号H4）515房,类别：办公文教;办公设备;喷墨打印机,其他,2026-01-17,2026-01-17,广州旭雅文化发展有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
282,卷筒标签喷墨打印机 防水耐刮保存时间久 惠佰数科,喷墨打印机,198000.0,安徽惠佰医疗科技有限公司,合肥市新站区新蚌埠路3768号佳海工业城一期C53幢101.201.301.401,类别：办公文教;办公设备;喷墨打印机,其他,2026-01-17,2026-01-17,安徽惠佰医疗科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
283,恩泰3200理光导带彩印机 UV固化喷墨打印机 彩白一体数码印刷机,喷墨打印机,40000.0,临沂恩泰数码科技有限公司,临沂市沂水县机械电子产业园腾飞路以南255米腾飞创业园以东80米,类别：机械设备;印刷机械;印中加工设备,其他,2026-01-17,2026-01-17,临沂恩泰数码科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
284,华乐 打印设备密封圈 延长设备使用寿命 喷墨打印机密封件 AFLAS,喷墨打印机,20.0,东莞市华乐密封技术开发有限公司,广东省东莞市东城街道周屋岭园路7号,类别：五金机电;紧固/密封;密封圈,设备,2026-01-17,2026-01-17,东莞市华乐密封技术开发有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
