id,product_name,price,supplier,source,product_category,keyword,collection_time
176,供应电切内窥镜理查德沃尔夫 进口医用设备询价,,上海聚慕医疗器械有限公司,百度爱采购,设备,内窥镜,2026-01-17
177,医院管理软件HIS系统 医院办公自动化系统 门急诊划价收费系统,10500.0,河南威斯尔软件科技有限公司,百度爱采购,软件,办公收费系统,2026-01-17
178,物业管理系统 水电收费住宅小区公寓办公商铺出租管理软件平台系统,3980.0,北京好客在线科技有限公司,百度爱采购,软件,办公收费系统,2026-01-17
179,盛辉嘉业智能车牌识别停车收费系统 秒快识 99%高识别率办公楼适用,988.0,北京盛辉嘉业电子科技有限公司,百度爱采购,办公,办公收费系统,2026-01-17
180,小区办公楼高清车牌识别系统一体机停车场收费管理系统,5999.0,深圳市卡联科技股份有限公司,百度爱采购,办公,办公收费系统,2026-01-17
181,阿筑工程管理软件 办公项目管理SaaS云系统 买断按年收费,876.0,西安春辉软件科技有限公司,百度爱采购,软件,办公收费系统,2026-01-17
182,充电桩收费运营云平台 商业办公楼新能源汽车充电管理系统,1000.0,东莞市臻享物联科技有限公司,百度爱采购,办公,办公收费系统,2026-01-17
183,软件定制服务 办公程序开发设计 企业收费管理系统 财务管理系统,6000.0,北京鑫泰维科技发展有限公司,百度爱采购,软件,办公收费系统,2026-01-17
184,领启智能 水电预付费 综合计费系统 商铺、学校、办公楼 手机扫码调试,50000.0,南京领启智能技术有限公司,百度爱采购,办公,办公收费系统,2026-01-17
185,萍 乡扬子多联机计费系统 适用办公楼 维持温度平衡,888.0,赣州星控暖通设备有限公司,百度爱采购,办公,办公收费系统,2026-01-17
186,蓝科 智慧停车场系统定制 办公场所 自动化程度高 收费功能 不易腐蚀,12000.0,合肥蓝科智能起重设备有限公司,百度爱采购,办公,办公收费系统,2026-01-17
187,ip网络对讲系统办公室校园停车场收费站min语音视频对讲报警设备,988.0,中控泰科（北京）科技发展有限公司,百度爱采购,设备,办公收费系统,2026-01-17
188,建筑能耗监测管理系统 办公楼自来水收费系统 远程预付费抄表系统,13700.0,深圳合众致达科技有限公司,百度爱采购,办公,办公收费系统,2026-01-17
189,安科瑞充电桩收费运营云平台 商业办公楼新能源汽车充电管理系统,250000.0,安科瑞电气股份有限公司,百度爱采购,办公,办公收费系统,2026-01-17
190,办公水电预付费系统 AcrelCloud-3200安科瑞远程抄表收费解决方案,125000.0,安科瑞电子商务（上海）有限公司,百度爱采购,办公,办公收费系统,2026-01-17
191,办公收费系统条码打印机亚马逊认证公司 行业内科学商品测试 安博,460.0,深圳安博检测股份有限公司,百度爱采购,办公,办公收费系统,2026-01-17
192,办公楼中央空调分户计费系统-计费系统报价-多联机空调适用,888.0,杭州立辰暖通科技有限公司,百度爱采购,办公,办公收费系统,2026-01-17
193,河南郑州二七 医院信息系统 医院办公自动化系统 门急诊划价收费系统,1.0,河南威斯尔软件科技有限公司,百度爱采购,办公,办公收费系统,2026-01-17
194,诸 城奥克斯多联机计费系统 适用办公楼 维持温度平衡,888.0,赣州星控暖通设备有限公司,百度爱采购,办公,办公收费系统,2026-01-17
195,智能停车场系统厂家 收费功能 办公场所 上门安装 蓝科 提高防护性,12000.0,合肥蓝科智能起重设备有限公司,百度爱采购,办公,办公收费系统,2026-01-17
196,办公收费系统条码打印机亚马逊检测 商品认证 专业科学测试 安博,478.0,深圳安博检测股份有限公司,百度爱采购,办公,办公收费系统,2026-01-17
197,天 津三星多联机计费系统 适用办公楼 维持温度平衡,888.0,赣州星控暖通设备有限公司,百度爱采购,办公,办公收费系统,2026-01-17
198,象 山扬子多联机计费系统 适用办公楼 维持温度平衡,888.0,赣州星控暖通设备有限公司,百度爱采购,办公,办公收费系统,2026-01-17
199,江 门东芝多联机计费系统 适用办公楼 远程温度调整,888.0,赣州星控暖通设备有限公司,百度爱采购,办公,办公收费系统,2026-01-17
200,洛 阳特灵多联机计费系统 适用办公楼 维持温度平衡,888.0,赣州星控暖通设备有限公司,百度爱采购,办公,办公收费系统,2026-01-17
201,九 江特灵多联机计费系统 适用办公楼 维持温度平衡,888.0,赣州星控暖通设备有限公司,百度爱采购,办公,办公收费系统,2026-01-17
202,哈尔 滨美的多联机计费系统 适用办公楼 远程温度调整,888.0,赣州星控暖通设备有限公司,百度爱采购,办公,办公收费系统,2026-01-17
203,嘉 兴三星多联机计费系统 适用办公楼 维持温度平衡,888.0,赣州星控暖通设备有限公司,百度爱采购,办公,办公收费系统,2026-01-17
204,绍 兴奥克斯多联机计费系统 适用办公楼 远程温度调整,888.0,赣州星控暖通设备有限公司,百度爱采购,办公,办公收费系统,2026-01-17
205,海 口天加多联机计费系统 适用办公楼 维持温度平衡,888.0,赣州星控暖通设备有限公司,百度爱采购,办公,办公收费系统,2026-01-17
206,重 庆海信多联机计费系统 适用办公楼 远程温度调整,888.0,赣州星控暖通设备有限公司,百度爱采购,办公,办公收费系统,2026-01-17
207,道路1吨压路机 草坪泥土压实机 工程回填压道机,26400.0,金乡县华驰工程机械有限公司,百度爱采购,压实,压路机,2026-01-17
208,小型压路机1吨3吨震动座驾沥青草坪压实压土机,4300.0,山东翔工机械有限公司,百度爱采购,压实,压路机,2026-01-17
209,哈威重工冲击碾压机YP30 梅花碾压路机 204kw功率齐全规格,68000.0,河南哈威重工科技有限公司,百度爱采购,其他,压路机,2026-01-17
210,路工机械设备 梅花碾冲击压路机 规模生产 筑路工艺精湛,63600.0,河南省路工机械设备有限公司,百度爱采购,机械,压路机,2026-01-17
211,启明星 全液压压路机 道路压平机械 修路设备 运行平稳 货源充足,10000.0,山东启明星机械设备有限公司,百度爱采购,机械,压路机,2026-01-17
212,STORIKE/SDBM两吨小型压路机双钢轮全液压操作,3000.0,山东奔马工程机械有限公司,百度爱采购,其他,压路机,2026-01-17
213,道路压实机械 驾驶式振动压实机 小型压路机出租,6666.0,徐州市华通公路工程机械有限公司,百度爱采购,机械,压路机,2026-01-17
214,柴油座驾压路机沟槽回膜压实机 全液压震动冲击式压土机,4099.0,山东东程机械制造有限公司,百度爱采购,压实,压路机,2026-01-17
215,YLJ-2T座驾式双钢轮压路机 全液压双驱动碾实机 利亨多种款式,23000.0,山东利亨机械集团有限公司,百度爱采购,其他,压路机,2026-01-17
216,单钢轮压路机 8吨沥青路面土方压实机 支持定做,13000.0,山东诺特机械有限公司,百度爱采购,压实,压路机,2026-01-17
217,徐工集团1吨双钢轮座驾式振动压路机电喷水电启动转弯灵活,25000.0,济宁路安机械有限公司,百度爱采购,其他,压路机,2026-01-17
218,震动冲击式压路机 篮球场压实压平机 实体工厂,10000.0,山东思拓瑞克工程机械有限公司,百度爱采购,压实,压路机,2026-01-17
219,回填土手扶座驾式压路机1吨2吨3吨6吨8吨10吨压路压实机,5000.0,山东捷克机械有限公司,百度爱采购,压实,压路机,2026-01-17
220,绿地租赁专业出租263236吨压路机 羊角碾 可定制,10000.0,徐州绿地工程机械租赁有限公司,百度爱采购,其他,压路机,2026-01-17
221,小型手扶式单钢轮压路机，小柴油手扶工程压实机,8303.0,山东骄之力机械设备有限公司,百度爱采购,压实,压路机,2026-01-17
222,全国小型压路机品牌排行 匠工手扶双轮厂家 低价销售,6800.0,山东匠工机械有限公司,百度爱采购,其他,压路机,2026-01-17
223,小型震动双轮压土机驾驶路面机械全液压微型压路机,14500.0,山东宏浩机电设备制造有限公司,百度爱采购,机械,压路机,2026-01-17
224,小型座驾压路机 道路施工冲击式压土机 结构简单,6500.0,济宁亚科机械设备有限公司,百度爱采购,其他,压路机,2026-01-17
225,小型座驾压路机 驾驶式双钢轮 后轮辅助 性价比高,11800.0,山东翔工机械有限公司,百度爱采购,其他,压路机,2026-01-17
226,科瑞机械 双钢轮压路机 地下室压实设备 安全性能高,9800.0,山东科瑞机械设备有限公司,百度爱采购,机械,压路机,2026-01-17
227,鼎东手扶双轮 液压震动钢轮小型压土机 座驾压路机,11000.0,济宁鼎东机械设备有限公司,百度爱采购,其他,压路机,2026-01-17
228,鼎东座驾式双驱振动压路机 马路路面整平设备,11000.0,济宁鼎东机械设备有限公司,百度爱采购,设备,压路机,2026-01-17
229,聚仁压路机 压路器小钢轮 钢轮小型压土机设备,12000.0,山东聚仁机械有限公司,百度爱采购,设备,压路机,2026-01-17
230,鼎东压路机 座驾液压震动压实机 手扶式压土机,11700.0,济宁鼎东机械设备有限公司,百度爱采购,压实,压路机,2026-01-17
231,小型压路机厂家 微型单双钢轮回填路面用 CE质量认证,9562.0,中旺机械装备（山东）有限公司,百度爱采购,其他,压路机,2026-01-17
232,质量稳定 冲击式压路机 售后服务用心 厂家直售 艾迪尔,8600.0,徐州艾迪尔机械科技有限公司,百度爱采购,其他,压路机,2026-01-17
233,小型压路机 手扶 / 座驾可选 庭院 / 乡村道路压实 厂家直售,15000.0,山东恒旺重工机械设备有限公司,百度爱采购,压实,压路机,2026-01-17
234,压路机沥青路面压实压土机座驾柴油振动压实机,9125.0,山东奥莱机械有限公司,百度爱采购,压实,压路机,2026-01-17
235,艾立克 座驾式压路机 双驱振动碾 新压实机小型单轮,11000.0,山东艾立克工程机械有限公司,百度爱采购,压实,压路机,2026-01-17
236,行驶模式灵活 全向叉车 高负载能力 适用于大型仓库 常宝盛,68000.0,常州常宝盛叉车有限公司,百度爱采购,其他,叉车,2026-01-17
237,前移式电动叉车 门架堆高车 仓库搬运车 省时省力,70000.0,成都山野机械设备有限公司,百度爱采购,其他,叉车,2026-01-17
238,电调光膜PET基材专业生产商 诺力叉车品质保证 环保材料,60.0,深圳市通利健科技有限公司,百度爱采购,其他,叉车,2026-01-17
239,丰田原装进口1.5吨平衡重叉车 两节门架标准提升3米,5800.0,上海永恪叉车有限公司,百度爱采购,其他,叉车,2026-01-17
240,3.6吨重型电动托盘车 晟煜叉车 升高1440mm 新能源便携式叉 车,7600.0,山西华康机械制造有限公司,百度爱采购,其他,叉车,2026-01-17
241,BYD平衡重式叉车CPD16S 三支点锂电池搬运车 电动叉车 规格齐全,100000.0,无锡市名勋叉车有限公司,百度爱采购,其他,叉车,2026-01-17
242,新能源电动叉车 晟煜机械制造 多吨位车搬运车 载重强 支持验厂,8500.0,山西中跃机械制造有限公司,百度爱采购,机械,叉车,2026-01-17
243,高位拣选叉车 电机驱动车 装载装卸搬运 应用范围广,5800.0,重庆鼎尚力叉车销售有限公司,百度爱采购,装载,叉车,2026-01-17
244,2吨多功能电动叉车 仓储地牛小型搬运堆高车 厂家直发,8800.0,山东山鼎工程机械集团有限公司,百度爱采购,其他,叉车,2026-01-17
245,升降车 结构稳固 应用于仓库运输 CPD-20叉车 聚壹环保,10000.0,陕西聚壹环保科技有限公司,百度爱采购,其他,叉车,2026-01-17
246,防爆式全电动堆高车 电动叉车 货物搬运工具车 厂家直供 特恒旺,37800.0,特恒旺工业设备（武汉）有限公司,百度爱采购,其他,叉车,2026-01-17
247,叉车16吨 动力装卸加高加厚升降运输快 复达机械,320000.0,泉州市复达机械设备有限公司,百度爱采购,机械,叉车,2026-01-17
248,站驾式全电动叉车 搬运堆垛车 手扶站立式堆高车,2300.0,邢台市卓讯机械厂,百度爱采购,其他,叉车,2026-01-17
249,堆高车 1.5吨电动叉车小型 可用于仓库货架 实力工厂,6000.0,济宁山江工程机械有限公司,百度爱采购,其他,叉车,2026-01-17
250,座驾式小型2.5吨叉车 多功能液压搬运车 升降平稳,29000.0,郓城通畅机械设备有限公司,百度爱采购,其他,叉车,2026-01-17
251,4吨新能源叉车厂商 2吨电动堆高车 性能优越售后质保 东程机械,18900.0,山东东程机械制造有限公司,百度爱采购,机械,叉车,2026-01-17
252,四轮起升2.5吨电动叉车工业托盘搬运车液压升降座驾式新能源叉车,10000.0,山东捷茂机械有限公司,百度爱采购,其他,叉车,2026-01-17
253,小型电动叉车2吨全自动液压升降堆高搬运座驾式新能源电瓶叉车,8250.0,中旺机械装备（山东）有限公司,百度爱采购,其他,叉车,2026-01-17
254,奥莱 户外用搬运设备 柴油四驱堆高车 山地搬运货物用越野叉车,44000.0,山东奥莱机械有限公司,百度爱采购,设备,叉车,2026-01-17
255,山立重工全地形10吨柴油四驱越野叉车 搬运堆高装卸一机多用,100800.0,山东山立重工机械有限公司,百度爱采购,其他,叉车,2026-01-17
256,FUDAFDM8150-15T 四轮驱动15吨前移式越野叉车,420000.0,泉州市复达机械设备有限公司,百度爱采购,其他,叉车,2026-01-17
257,禹尧 电动叉车 高效灵活 安全可靠 厂家供应1020kg,8000.0,上海禹尧机电科技有限公司,百度爱采购,其他,叉车,2026-01-17
258,工程建设用四驱搬运车 工地货物举高运输车 多功能内燃式越野叉车,22000.0,山东山鼎工程机械集团有限公司,百度爱采购,其他,叉车,2026-01-17
259,艾立克 内燃式柴油四驱越野叉车 3吨堆高装卸货车 工地装卸堆高车,44500.0,山东艾立克工程机械有限公司,百度爱采购,其他,叉车,2026-01-17
260,附近叉车临时卸货电话 装卸搬运机械 造纸货物装卸 欢迎致电,200.0,深圳市亿立达设备租赁有限公司,百度爱采购,机械,叉车,2026-01-17
261,聚仁电动叉车 大功率四轮座驾式搬运车地牛 液压锂电小型叉车,18400.0,山东聚仁机械有限公司,百度爱采购,其他,叉车,2026-01-17
262,电动叉车 3吨2吨1吨小型新能源电叉车 四轮装卸升降堆高车,4980.0,济宁亿涵工程机械有限公司,百度爱采购,其他,叉车,2026-01-17
263,山地柴油越野叉车 5吨建筑工程耐磨专用叉 车 工地利器,8000.0,山东鼎源机械设备有限公司,百度爱采购,其他,叉车,2026-01-17
264,聚仁 内燃式柴油四驱越野叉车 建筑工地装卸设备 内燃装卸车,44100.0,山东聚仁机械有限公司,百度爱采购,设备,叉车,2026-01-17
265,ci5500小字符喷码机 数字标志图形打码机 线缆建材油墨喷印机,50000.0,广州市蓝新机电设备有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
266,纸箱大幅面信息表UV喷码机智能在线流水线零OVC环保墨打码印刷机,48000.0,苏州欧码喷印技术有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
267,数码卷筒印刷机喷墨打印机宽幅标签机惠佰数科HB-6000,56600.0,合肥惠佰数码科技有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
268,爱普生 CW-C6030P 不干胶彩色喷墨打印机 食品药品化工标签 带剥离器,200.0,深圳市零达时代科技有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
269,A4宽幅卷筒喷墨打印机 轮胎不干胶标签打印 爱普生6530,56600.0,合肥惠佰数码科技有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
270,惠普Tank531/675/755惠彩连供打印一体机商用办公家用喷墨打印机,1399.0,北京云祥鼎泰科技有限公司,百度爱采购,办公,喷墨打印机,2026-01-17
271,爱普生7520高速全彩色喷墨打印机 高清彩色不干胶标签打印机,53000.0,绍兴振北标签科技有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
272,爱普生TM-C3520 带切纸 超高速工业级 喷墨打印机 彩色标签打印机厂家,75.0,深圳市银顺达科技有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
273,映美 G301/G302WA4/A5自动双面 凭证电子发票喷墨打印机,1100.0,厦门兴道盛电子技术有限公司,百度爱采购,电子,喷墨打印机,2026-01-17
274,惠普（hp）531 内置连供无线彩色喷墨打印机办公多功能一体机,1600.0,成都讯雷科技有限责任公司,百度爱采购,办公,喷墨打印机,2026-01-17
275,化工宽幅不干胶标签打印机 泛越高速高清全彩色喷墨打印机,49600.0,泛越材料科 ull有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
276,赢彩 大型装饰画打印机设备 星光晶瓷画UV打印机 彩绘uv喷墨机,98000.0,济南赢彩数码科技有限公司,百度爱采购,设备,喷墨打印机,2026-01-17
277,uv平板打印机 色彩亮丽清晰度高 彩色喷墨印刷设备不限材质 神彩,70000.0,山东神彩电子科技有限公司,百度爱采购,设备,喷墨打印机,2026-01-17
278,SUSS MicroTec进口PiXDRO高级研究型喷墨打印机LP50,111.0,深圳市现代豪方仪器仪表科技有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
279,照片彩色喷墨打印机WIFI无线一体机家用复印机,4680.0,广州市伟太计算机科技有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
280,罗兰 大幅面交通标识喷墨打印机 TrueVIS VF2-640 高速彩色喷墨,180000.0,上海世之谦数码科技有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
281,汉印彩色喷墨打印机V1 简约百搭 更灵活 更便携,886.25,广州旭雅文化发展有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
282,卷筒标签喷墨打印机 防水耐刮保存时间久 惠佰数科,198000.0,安徽惠佰医疗科技有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
283,恩泰3200理光导带彩印机 UV固化喷墨打印机 彩白一体数码印刷机,40000.0,临沂恩泰数码科技有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
284,华乐 打印设备密封圈 延长设备使用寿命 喷墨打印机密封件 AFLAS,20.0,东莞市华乐密封技术开发有限公司,百度爱采购,设备,喷墨打印机,2026-01-17
285,惠普（HP）喷墨打印机T830 A1 四色大幅面多功能一体机 一键蓝图,20000.0,北京圣运星通科技有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
286,供应MST喷墨打印机JP-410系列速度高达 60m/min,15900.0,重庆津泽机电科技有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
287,兄弟彩色喷墨打印机T420/426W/226/725/425复印扫描一体机连供式,1213.0,阜阳菲勒科技有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
288,EPSON爱普生L8168 A4墨仓式6色高端照片一体机照片相片喷墨打印机,3480.0,陕西易企采办公自动化有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
289,爱普生 L3251/L3253/L3151/3153墨仓式家用学生作业喷墨打印机,1125.0,颍上卓越电子商务有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
290,热敏干式喷墨胶片打印机DR拍片机用图像清晰液体墨水,100.0,山东华锐影像设备有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
291,供应代理德国staiger喷墨打印机 双稳态电磁阀 先导式安全阀,2354.0,赫尔纳贸 ull有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
292,爱普生彩色喷墨打印机 L3556 L3558 高速无线复印扫描一体机,2848.0,阜阳菲勒科技有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
293,德国REINER喷墨打印机墨盒JETSTAMP990 操作简便,11900.0,天津英特格智能科技有限公司,百度爱采购,其他,喷墨打印机,2026-01-17
294,衬塑管道基体碳素钢管 内衬热塑性工程塑料 防腐抗压,,河北恒泰管道装备制造有限公司,百度爱采购,其他,塑料材料,2026-01-17
295,PETG T110 耐高温 高透明 挤出注塑级 韩国SK 共聚聚酯塑胶材料,36.0,东莞市利隆工程塑料有限公司,百度爱采购,其他,塑料材料,2026-01-17
296,ASA防腐树脂瓦 农村自建房别墅屋檐专用 农业温室隔热塑料材料,8.0,佛山市弘骏建材科技有限公司,百度爱采购,其他,塑料材料,2026-01-17
297,厂家批发树脂瓦 一体瓦别墅屋檐景观亭用 农业温室隔热塑料材料,10.0,佛山市南海鹰拓建材有限公司,百度爱采购,其他,塑料材料,2026-01-17
298,美特本色黑色TPV颗粒TPU环保标准料注塑挤出加工全国供应,25.0,张家港市美特高分子材料有限公司,百度爱采购,其他,塑料材料,2026-01-17
299,日本出光 PC树脂 URC2501 聚碳酸酯塑料材料销售,33.0,上海沃成盈贸易有限公司,百度爱采购,其他,塑料材料,2026-01-17
300,基础创新PEI 4001-7402耐磨增强注塑塑料材料,136.0,东莞市天之鸿塑化有限公司,百度爱采购,其他,塑料材料,2026-01-17
301,韩国LG化学 PC Lupoy 1201-15 低粘度聚碳酸酯塑料材料代理商,20.0,东莞市华韵塑胶原料有限公司,百度爱采购,其他,塑料材料,2026-01-17
302,美国安特普 PPA塑料材料 4085 A TFE 15 自润滑 高温尼龙塑料,40.0,上海靓润国际贸易有限公司,百度爱采购,其他,塑料材料,2026-01-17
303,注塑级 PEI 基础创新塑 ull 8015-BR3218 高流动 低烟雾 塑料材料,48.5,东莞市开源塑胶原料有限公司,百度爱采购,其他,塑料材料,2026-01-17
304,ABS 日本东丽 470Y 耐热级塑料 高性能工程塑料材料,22.0,东莞市铭汇塑胶有限公司,百度爱采购,其他,塑料材料,2026-01-17
305,沙伯基础 原GE PPO WCD891B 聚苯醚塑料材料代理商,25.0,苏州腾杰诚国际贸易有限公司,百度爱采购,其他,塑料材料,2026-01-17
306,TOTTE聚碳酸酯PC 乐天化学PC-1100U 注塑级 耐候 塑料材料,20.7,上海塑之美高分子材料有限公司,百度爱采购,其他,塑料材料,2026-01-17
307,美国首诺 PA66树脂 Vydyne R633H01 聚酰胺66塑料材料厂商,29.21,上海钊禾塑化有限公司,百度爱采购,其他,塑料材料,2026-01-17
308,PCK-1300日本帝人透明级抗冲击注塑级塑料材料供应,18.0,上海沙吧克国际贸易有限公司,百度爱采购,其他,塑料材料,2026-01-17
309,PBT GF30 工程塑料 高刚性料 高性能工程材料 冲击性能增强,13.8,苏州普特思电子材料有限公司,百度爱采购,其他,塑料材料,2026-01-17
310,沙伯基础品牌PC FL920透明注塑级标准塑料材料,35.0,东莞市铭宏塑料科技有限公司,百度爱采购,其他,塑料材料,2026-01-17
311,阻燃pa66塑料 瑞士EMS PA66 TSG-35 高流动性电子电气塑料材料,29.5,苏州丰聚特塑化有限公司,百度爱采购,电子,塑料材料,2026-01-17
312,ABS塑料 TAIRILAC®台化AG15E1-H 通用级 高光泽 高刚性 性价比材料,12.8,东莞市华鲲塑胶原料有限公司,百度爱采购,其他,塑料材料,2026-01-17
313,ULTEM PEI 基础创新塑 ull 2400 注塑级 40%玻纤增强 阻燃 电子材料,117.0,阳江鑫汇达塑胶有限公司,百度爱采购,电子,塑料材料,2026-01-17
314,基础创新塑料PC 945-701 抗冲击 无卤阻燃 耐高温 工业部件材料,23.0,上海优诚国际贸易有限公司,百度爱采购,其他,塑料材料,2026-01-17
315,聚酰亚胺树脂批发 高硬度 绝缘阻燃航天级专用材料 特种工程塑料 泛特,30.0,南京泛特特种材料有限公司,百度爱采购,其他,塑料材料,2026-01-17
316,PC 121R-701基础创新塑料 低粘度 高冲击 聚碳酸酯材料,17.0,上海和宏诚塑胶科技有限公司,百度爱采购,其他,塑料材料,2026-01-17
317,PHA塑料 生物降解材料PHBV粉末 加工领域宽 韧性大 羟基丁酸共聚物,69.0,北京美斯顿科技开发有限公司,百度爱采购,其他,塑料材料,2026-01-17
318,PA66 基础创新塑 ull RFL-4548 RCL-4536 BK 注塑级 增强材料,43.0,东莞市铭盛塑胶原料有限公司,百度爱采购,其他,塑料材料,2026-01-17
319,基础创新塑料 琥珀色 PEI塑胶颗粒 高抗冲 高耐热 金属代用材料,80.0,东莞市亿思科塑胶有限公司,百度爱采购,其他,塑料材料,2026-01-17
320,PBT K4560 基础创新塑料 注塑级 高冲击 水解稳定 30%玻纤增强材料,22.0,广州玖顺新材料有限公司,百度爱采购,其他,塑料材料,2026-01-17
321,厂家供应 阻燃 耐磨 透明PEI塑料 电子电器部件材料 按需改性加工,75.0,东莞市普瑞斯塑胶原料有限公司,百度爱采购,电子,塑料材料,2026-01-17
322,奇美耐候AS塑料PN-117H L150FG 注塑级食品级材料,17.5,东莞市塑铭塑胶原料有限公司,百度爱采购,其他,塑料材料,2026-01-17
323,彩色复印机 激光胶片打印机 不干胶印刷机 惠佰数科HB-C5000,10800.0,合肥惠佰数码科技有限公司,百度爱采购,其他,复印机,2026-01-17
324,图片高清百年不掉色 理光打印复印机一体机 可提供上门改装业务,25000.0,石门县雨林瓷像设备中心,百度爱采购,其他,复印机,2026-01-17
325,专业出租复印机 彩色打印一体机短期长期租赁 免费全包售后服务,200.0,深圳市诚信达办公设备有限公司,百度爱采购,其他,复印机,2026-01-17
326,得力M221N黑白A3打印机激光大型办公国产复印机,6999.0,郑州金科密源电子技术有限公司,百度爱采购,办公,复印机,2026-01-17
327,联想CM7120W 彩色激光打印机一体机/复印机无线网络办公家用A4,2849.0,北京正方康特信息技术有限公司,百度爱采购,办公,复印机,2026-01-17
328,京 ull2554ci a3彩色打印机复印机高速扫描一体机商用办公,21600.0,郑州华旗信息技术有限公司,百度爱采购,办公,复印机,2026-01-17
329,上 海复印机出租 惠普高速A3打印机销售租赁 宝进办公设备,199.0,上海宝进办公设备有限公司,百度爱采购,设备,复印机,2026-01-17
330,惠普/HP E78323dn 管理型彩色激光复印机 便捷操控,32500.0,成都捷航科技发展有限公司,百度爱采购,其他,复印机,2026-01-17
331,顺基DP-3118A数码复印机出租 优选办公打印设备租赁商家,300.0,成都顺基办公设备有限责任公司,百度爱采购,设备,复印机,2026-01-17
332,学校自助打印复印机现货银医通医院自助缴费终端挂号取检验报告,6500.0,河北创赢智能科技有限公司,百度爱采购,其他,复印机,2026-01-17
333,ABS 韩国LG EF-378 无卤阻燃 复印机 打印机 办公室设备应用,30.0,东莞市创仕塑胶原料有限公司,百度爱采购,设备,复印机,2026-01-17
334,柯尼卡美能达 KONICA MINOLTA bizhub 225i A3黑白复印机a3a4打印机,6499.0,万聚国际（杭州）供应链有限公司,百度爱采购,其他,复印机,2026-01-17
335,扫描复印一体化彩色数码复印机A3复合机租赁出租 双面打印双面复印,200.0,成都达锦煜科技发展有限公司,百度爱采购,其他,复印机,2026-01-17
336,夏普（SHARP）MX-B6581D A3黑白数码复印机 多功能办公复合机,87800.0,北京云祥鼎泰科技有限公司,百度爱采购,办公,复印机,2026-01-17
337,震旦AD369s 多功能复印 ull,33000.0,云南众拓科技有限公司,百度爱采购,其他,复印机,2026-01-17
338,自动复印机厂家 实力较高 品质较好 品质优异，不容错过,2000.0,广州浩田数码科技有限公司,百度爱采购,其他,复印机,2026-01-17
339,韩国LG PC/ABS GN5008LF 无卤阻燃 复印机 办公设备材料,22.6,东莞市常平龙成新材料经营部,百度爱采购,设备,复印机,2026-01-17
340,Kumho ABS韩国锦湖HFA705HI 超高耐候 电脑显示器 复印机,23.6,东莞市聚隆塑胶原料有限公司,百度爱采购,其他,复印机,2026-01-17
341,彩色复印机租赁 柯尼卡美能达 C226数码复合机,100.0,广州忠泰办公设备有限公司,百度爱采购,其他,复印机,2026-01-17
342,得力M201CRx A3彩色多功能复印机 打印/复印/扫描 20页/ 分钟 国产信创,25000.0,郑州铁信智慧商贸有限公司,百度爱采购,其他,复印机,2026-01-17
343,富士胶片Apeos4570CPS黑白复印机租赁 富士施乐激光复印打印机,1250.0,雍荷（上海）办公设备有限公司,百度爱采购,其他,复印机,2026-01-17
344,Sharp/夏普复印机耗材 SF-238CT碳粉墨粉粉盒复印机,130.0,济南飞宇办公设备有限公司,百度爱采购,其他,复印机,2026-01-17
345,彩色多功能复印机 打印机出租 九成新以上机器,228.0,广州恒新数码科技有限公司,百度爱采购,其他,复印机,2026-01-17
346,复印机部件材料 PC 日本出光 AZ1900 阻燃 耐热 高韧性,28.0,上海贤顺塑化有限公司,百度爱采购,其他,复印机,2026-01-17
347,美国泰科纳易加工耐化学复印机应用LCP塑胶原料A130,88.0,东莞市樟木头蓝桥塑胶原料经营部,百度爱采购,其他,复印机,2026-01-17
348,南 通教科 全新供应黑白多功能复合机 复印机租赁 打印机业务,230.0,南通教科办公设备有限公司,百度爱采购,其他,复印机,2026-01-17
349,柯尼卡美能达C226i 彩色打印机柯美激光复印机信安租赁价,3996.0,深圳市信安云信息技术有限公司,百度爱采购,其他,复印机,2026-01-17
350,理光MPC4504 打印机出租 复印机租赁 全国多个服务站 日租起,99.0,深圳市韦弗科技有限公司,百度爱采购,其他,复印机,2026-01-17
351,惠普（HP）办公商用 m439nda a3a4 黑白激光复印机扫描机一体机,8000.0,厦门兴道盛电子技术有限公司,百度爱采购,办公,复印机,2026-01-17
