id,contract_number,contract_name,project_number,project_name,buyer,buyer_address,buyer_contact,supplier,supplier_address,supplier_contact,main_target_name,specs,main_target_quantity,main_target_unit_price,contract_amount,performance_info,procurement_method,contract_sign_date,contract_announce_date,other_supplements,administrative_region,industry,agency,file_name,source,purchase_type,project_type
451,JSTCC2500618499,应急管理部消防救援局南京训练总队智慧教学设备建设项目,JSTCC2500618499,应急管理部消防救援局南京训练总队智慧教学设备建设项目,应急管理部消防救援局南京训练总队,南京市江宁区汤山街道古泉社区排山41号,王老师 025-69573188,,,,为推进教育数字化转型，提升教学环境智能化水平，计划对教研楼四楼7间教室、五楼2间教室进行智慧化改造，通过构建智能化、集控化的教学空间，改善教学环境，支撑教学创新与人才培养，具体要求详见采购文件第四章《采购需求》,为推进教育数字化转型，提升教学环境智能化水平，计划对教研楼四楼7间教室、五楼2间教室进行智慧化改造，通过构建智能化、集控化的教学空间，改善教学环境，支撑教学创新与人才培养，具体要求详见采购文件第四章《采购需求》,1,详见招标文件,56.613,合同签订后60个自然日内（包括完成供货、安装和验收工作）,公开招标,2025年12月29日 14:53,2025年12月29日 14:53,无,江苏省,建筑工程,江苏省招标中心有限公司,zhaobiao_1767007253_6.txt,zhaobiao,公开招标,设备
452,ZH-2025-049,庄河市四家乡镇养老院建设医疗延伸点购买设备采购项目,ZH-2025-049,庄河市四家乡镇养老院建设医疗延伸点购买设备采购项目,庄河市卫生健康局,庄河市世纪大街一段68号,0411-89727677,,,,全自动血液分析仪4台、全数字彩色多普勒超声诊断系统3台、便携式彩色多普勒超声诊断系统1台、数字化摄影X射线机1台。（具体内容详见招标文件）,全自动血液分析仪4台、全数字彩色多普勒超声诊断系统3台、便携式彩色多普勒超声诊断系统1台、数字化摄影X射线机1台。（具体内容详见招标文件）,1,详见招标文件,178.2,自合同签订之日起15个日历日内。,公开招标,2025年12月29日 14:52,2025年12月29日 14:52,"1.供应商注册、投标文件制作、投标文件解密、报价确认、不见面开标等流程，请各供应商仔细阅读操作手册（可登录大连市政府采购网-采购知识-采购培训，查看供应商操作手册，
网址：http://www.ccgp-dalian.gov.cn/luban/category?parentId=55844&childrenCode=dlzfcgCategory111），或咨询大连市政府采购云平台，客服电话：95763。
2.若因供应商自身原因导致在规定时间内解密不成功，视为投标文件无效。
3.供应商须在开标、评标期间保持电话联络畅通，若因自身原因导致无法联系到供应商，应承担相关后果。
4.供应商应随时关注“大连市政府采购网”本项目",辽宁省,医疗健康,庄河市公共资源交易中心（庄河市政府采购中心）,zhaobiao_1767007259_7.txt,zhaobiao,公开招标,设备
453,11000025210200160252-XM001,文化馆数字化运营,11000025210200160252-XM001,文化馆数字化运营,北京市文化馆（北京文化艺术活动中心、北京市文化旅游志愿者服务中心）,北京市西城区西便门甲1号,62249681,,,,包号,包号,1,详见招标文件,126.5308,自签订合同起至2026年12月底（具体活动时间以实际安排为准）,公开招标,2025年12月29日 14:52,2025年12月29日 14:52,"1.本项目需要落实的政府采购政策：节约能源、保护环境、促进中小企业及监狱企业发展、促进残疾人就业，政府采购政策具体落实情况详见招标文件。
2.本项目采用政府采购电子化招标（线上线下相结合形式），请供应商认真学习北京市政府采购电子交易平台发布的相关操作手册（供应商可在交易平台下载相关手册），办理CA数字证书或电子营业执照、进行北京市政府采购电子交易平台注册绑定，并认真核实CA数字证书或电子营业执照情况确认是否符合本项目电子化采购流程要求。
CA认证证书服务热线 010-58511086
电子营业执照服务热线 400-699-7000
技术支持服务热线    010-86483801
2.1办理CA认证证书或电子营业执照
供应商登录北京市政府采购电子交易平台查阅 “用户指南”—“操作指南”—“市场主体CA办理操作流程指引”/“电子营业执照使用指南”，按照程序要求办理。
2.2注册
供应商登录北京市政府采购电子交易平台“用户指南”—“操作指南”—“市场主体注册入库操作流程指引”进行自助注册绑定。
2.3驱动、客户端下载
供应商登录北京市政府采购电子交易平台“用户指南”—“工具下载”—“招标采购系统文件驱动安装包”下载相关驱动。
供应商登录北京市政府采购电子交易平台“用户指南”—“工具下载”—“投标文件编制工具”下载相关客户端。
2.4 获取电子招标文件
供应商使用CA数字证书或电子营业执照登录北京市政府采购电子交易平台获取电子招标文件。
供应商如计划参与多个采购包的投标，应在登录北京市政府采购电子交易平台后，在【我的项目】栏目依次选择对应采购包，进入项目工作台招标/采购文件环节分别按采购包下载招标文件电子版。未在规定期限内按上述操作获取文件的采购包，供应商无法提交相应包的电子投标文件。
3.发布公告的媒介：中国政府采购网、北京市政府采购网
4.评标方法和标准：综合评分法。",北京市,文化旅游,国金招标有限公司,zhaobiao_1767007261_8.txt,zhaobiao,公开招标,其他
454,,星海音乐学院招生考试视频考试服务采购项目招标公告,,星海音乐学院招生考试视频考试服务采购项目招标公告,,,,,,,服务,详见招标文件,1,,,,公开招标,,,,广东省,服务业,,zhaobiao_1767007263_9.txt,zhaobiao,公开招标,服务
455,11010125210200019399-XM001,鼓楼中医中央财政支持中医药事业传承与发展示范试点项目补助资金医疗设备采购项目,11010125210200019399-XM001,鼓楼中医中央财政支持中医药事业传承与发展示范试点项目补助资金医疗设备采购项目,北京市鼓楼中医医院,北京市东城区豆腐池胡同13号,52273511,,,,包号,包号,1,详见招标文件,954.59,按采购人要求（以最终签订合同为准）,公开招标,2025年12月29日 14:51,2025年12月29日 14:51,"1.本次采购项目遵循的政府采购政策（如涉及）：
(1)政府采购促进中小企业发展
(2)政府采购支持监狱企业发展
(3)政府采购信用担保
(4)节能产品强制采购
(5)节能产品、环境标志产品优先采购
(6)政府采购进口产品管理
(7)自主创新产品政府首购和订购管理
2.所属行业：工业。
3.投标保证金需响应政策要求：投标人应以出具保函（保险）形式提交投标保证金，投标人无法出具保函（保险），确需银行转账、支票等方式缴纳投标保证金的，应向代理机构提供情况说明函（格式自拟）。
4.详见附件。",北京市,,北京国际贸易有限公司,zhaobiao_1767007266_10.txt,zhaobiao,公开招标,设备
456,11010725210200018382-XM001,八大处新春文化庙会,11010725210200018382-XM001,八大处新春文化庙会,北京市八大处公园管理处本级,北京市石景山区八大处公园二处,88961598,,,,（1）服务内容：为北京市八大处公园组织八大处新春文化庙会活动。,（1）服务内容：为北京市八大处公园组织八大处新春文化庙会活动。,1,详见招标文件,150.0,自合同签订之日起至项目完成之日止。,公开招标,2025年12月29日 14:50,2025年12月29日 14:50,"1.本项目需要落实的政府采购政策：《中华人民共和国政府采购法》、《中华人民共和国政府采购法实施条例》、《财政部办公厅关于政府采购进口产品管理有关问题的通知》（财办库﹝2008﹞248号）、《工业和信息化部、国家统计局、国家发展和改革委员会、财政部关于印发中小企业划型标准规定的通知》（工信部联企业[2011]300 号）、《关于政府采购支持监狱企业发展有关问题的通知》（财库[2014]68 号）、《财政部民政部中国残疾人联合会关于促进残疾人就业政府采购政策的通知》（财库[2017]141 号）、《关于印发环境标志产品政府采购品目清单的通知》（财库[2019]18 号）、《财政部 发展改革委关于印发节能产品政府采购品目清单的通知》（财库[2019]19 号）、《政府采购促进中小企业发展管理办法》（财库[2020]46 号）及其它相关法律法规。本项目需要落实的政府采购政策”中北京市石景山区财政局《转发北京市财政局 中国人民银行营业管理部关于推进政府采购合同线上融资有关工作的通知》。
2.本项目采用全流程电子化采购方式，请供应商认真学习北京市政府采购电子交易平台发布的相关操作手册（供应商可在交易平台下载相关手册），办理 CA 数字证书或电子营业执照、进行北京市政府采购电子交易平台注册绑定，并认真核实 CA 数字证书或电子营业执照情况确认是否符合本项目电子化采购流程要求。
CA 数字证书服务热线 010-58511086电子营业执照服务热线 400-699-7000
技术支持服务热线   010-86483801
2.1 办理 CA 数字证书或电子营业执照
供应商登录北京市政府采购电子交易平台查阅 “用户指南”—“操作指南”—“市场主体 CA 办理操作流程指引”/“电子营业执照使用指南”，按照程序要求办理。
2.2 注册
供应商登录北京市政府采购电子交易平台“用户指南”—“操作指南”—“市场主体注册入库操作流程指引”进行自助注册绑定。
2.3 驱动、客户端下载
供应商登录北京市政府采购电子交易平台“用户指南”—“工具下载”—“招标采购系统文件驱动安装包”下载相关驱动。
供应商登录北京市政府采购电子交易平台“用户指南”—“工具下载”—“投标文件编制工具”下载相关客户端。
2.4 获取电子招标文件
供应商使用 CA 数字证书或电子营业执照登录北京市政府采购电子交易平台获取电子招标文件。
供应商如计划参与多个采购包的投标，应在登录北京市政府采购电子交易平台后，在【我的项目】栏目依次选择对应采购包，进入项目工作台招标/采购文件环节分别按采购包下载招标文件电子版。未在规定期限内按上述操作获取文件的采购包，供应商无法提交相应包的电子投标文件。
2.5 编制电子投标文件
供应商应使用电子投标客户端编制电子投标文件并进行线上投标，供应商电子投标文件需要加密并加盖电子签章，如无法按照要求在电子投标文件中加盖电子签章和加密，请及时通过技术支持服务热线联系技术人员。
2.6 提交电子投标文件
供应商应于投标截止时间前在北京市政府采购电子交易平台提交电子投标文件，上传电子投标文件过程中请保持与互联网的连接畅通。
2.7 电子开标
供应商在开标地点使用 CA 数字证书或电子营业执照登录北京市政府采购电子交易平台进行电子开标。",北京市,文化旅游,北京佳拓工程咨询有限公司,zhaobiao_1767007268_11.txt,zhaobiao,公开招标,其他
457,310118000251225162362-18301650,区城运中心城运督查服务项目,310118000251225162362-18301650,区城运中心城运督查服务项目,上海市青浦区城市运行管理中心,青浦区公园东路1155号1幢5层,021-69726308,,,,包名称：,包名称：,1,详见招标文件,274.8,按招标文件约定,公开招标,2025年12月29日 14:49,2025年12月29日 14:49,"1.本项目采用电子化采购方式，采购人、采购代理机构向供应商免费提供电子采购文件，供应商如需纸质采购文件可自行打印，也可向采购人、采购代理购买招标文件，（标书工本费500元套，售后不退。）
2.建议投标人至少在投标截止时间前一天上传投标文件。
3.代理公司将于投标截止时间前一个工作日起对已上传的投标文件进行网上签收。（注：电子签收记录不作为投标文件数据完整的依据。）合格供应商可在上述规定的时间内下载招标文件并按照招标文件要求参加投标。
4.根据上海市财政局《关于上海市政府采购信息管理平台招投标系统正式运行的通知》（沪财采[2014]27号）的规定，本项目招投标相关活动在上海市政府采购信息管理平台（简称：电子采购平台）（网址：www.zfcg.sh.gov.cn）电子招投标系统进行。投标人应根据《上海市电子政府采购管理暂行办法》等有关规定和要求执行。投标人在电子采购平台的有关操作方法可以参照电子采购平台中的“培训平台”和“联系我们”等专栏的有关内容和操作要求办理。
本项目为预留采购份额采购项目，预留采购份额措施为整体预留",上海市,服务业,上海坤灵境建设工程招标有限公司,zhaobiao_1767007269_12.txt,zhaobiao,公开招标,服务
458,,大连海关2025年空港入境手提行李预检作业模式升级改造项目采购项目（重新招标）,,大连海关2025年空港入境手提行李预检作业模式升级改造项目采购项目（重新招标）,海关总署物资装备采购中心,北京市东城区金宝街61号鑫海锦江大酒店,采购机构名称：海关总署物资装备采购中心,,,,货物/其他货物/其他不另分类的物品,详见招标文件,1,详见招标文件,93.0,,公开招标,2025年12月29日 14:48,2025年12月29日 14:48,详见公告正文 代理机构联系方式: 详见公告正文,北京市,其他,详见公告正文,zhaobiao_1767007272_13.txt,zhaobiao,公开招标,其他
459,NXWF-2025-122,宁夏回族自治区民政厅本级2025年社区慈善项目,NXWF-2025-122,宁夏回族自治区民政厅本级2025年社区慈善项目,宁夏回族自治区民政厅本级,银川市金凤区阅福路207号,0951-5915659,,,,采购标段,采购标段,1,详见招标文件,400.0,服务期限：自合同签订之日起一年。,公开招标,2025年12月29日 14:47,2025年12月29日 14:47,1.本次公告在宁夏回族自治区政府采购网、中国政府采购网、宁夏回族自治区公共资源网同时发布。 2.请各投标供应商在开标前随时关注相关网站“澄清/变更”公告栏。项目有可能进行时间或内容上的调整，调整内容只在“澄清/变更”公告栏中以公告形式公示。如因自身原因未及时关注招标公告或变更(澄清、补充等)公告从而导致投标失败，后果自行承担。 3.宁夏公共资源交易管理平台系统实行 CA 锁认证安全登录管理，请及时将软硬件升级更新至最新版本。办理 CA 锁业务及相关事宜请通过“宁夏公共资源交易网”首页快捷入口“CA 办理”模块查看，或咨询招标代理机构。 4.请于获取招标文件时间内持 CA 认证锁登录宁夏公共资源交易平台，按系统提示在线下载招标文件。 5.本项目采用网上“不见面开标”方式，投标供应商开标时无需到达开标现场，通过网上在线参与开标，完成远程投标文件解密。解密要求：①投标供应商使用 CA 锁进行远程解密，解密的 CA 锁与生成加密电子投标文件时的 CA 锁须为同一个 CA 锁，否则无法解密，造成的后果由投标供应商自行负责。②投标文件递交截止时间后根据系统提示，在规定的时间内进行解密，未在规定时间内完成解密，其投标文件将被拒绝，不参与后续投标流程。具体操作流程参照宁夏回族自治区公共资源交易网-下载专区-操作手册-政府采购项目招标代理及供应商操作手册（二期）-政府采购-工作台-交易乙方操作手册。 有关交易系统操作问题请致电 0951-6891120、0512-58188093 或加入技术支持 QQ 群 311870151 获得帮助。,宁夏回族自治区,其他,宁夏万丰招标代理有限公司,zhaobiao_1767007277_14.txt,zhaobiao,公开招标,其他
460,KY2025-1-1233,2025年度陕西省省级政务数据运营服务项目,KY2025-1-1233,2025年度陕西省省级政务数据运营服务项目,陕西省政务大数据服务中心,西安市新城区新城大院,刘老师029-63912545,,,,详见采购需求附件,详见采购需求附件,1,详见招标文件,2671.59,采购包1：服务期限：本项目服务周期12个月。,公开招标,2025年12月29日 14:47,2025年12月29日 14:47,"本项目采购过程中需要使用陕西省政府采购综合管理平台（以下简称“政府采购平台”），登录方式及地址：通过陕西省政府采购网（www.ccgp-shaanxi.gov.cn）首页供应商用户登录，供应商应当按照以下要求进行系统操作。
（一）供应商应当自行在陕西省政府采购网-办事指南查看相应的系统操作指南，并严格按照供应商操作手册要求进行系统操作。在登录、使用政府采购平台前，应当按照要求完成供应商注册和信息完善，加入政府采购平台供应商库。
（二）供应商应当使用纳入陕西省政府采购综合管理平台数字证书互认范围的数字证书及签章（以下简称“互认的证书及签章”）进行系统操作。供应商使用互认的证书及签章在政府采购平台进行的一切操作和资料传递，以及加盖电子签章确认采购过程中制作、交换的电子数据，均属于供应商真实意思表示，由供应商对其系统操作行为和电子签章确认的事项承担法律责任。
已办理互认的证书及签章的供应商，校验互认的证书及签章有效性后，即可按照系统操作要求进行身份信息绑定、权限设置和系统操作；未办理互认的证书及签章的供应商，按要求办理互认的证书及签章并校验有效性后，按照系统操作要求进行身份信息绑定、权限设置和系统操作。互认的证书及签章的办理与校验，可查看陕西省政府采购网-办事指南。
供应商应当加强互认的证书及签章日常校验和妥善保管，确保在参加采购活动期间互认的证书及签章能够正常使用；供应商应当严格互认的证书及签章的内部授权管理，防止非授权操作。
（三）供应商应当自行准备电子化采购所需的计算机终端、软硬件及网络环境，承担因准备不足产生的不利后果。
（四）开标/开启前30分钟内，供应商需登录项目电子化交易系统-“供应商开标大厅”-进入开标选择对应项目包组操作签到
（五）政府采购平台技术支持：
在线客服：通过陕西省政府采购网-在线客服进行咨询
技术服务电话：029-96702
CA及签章服务：通过陕西省政府采购网-办事指南进行查询
（六）本项目需落实的政府采购政策：
（1）《政府采购促进中小企业发展管理办法》的通知--财库〔2020〕46号
（2）财政部司法部关于政府采购支持监狱企业发展有关问题的通知--财库[2014]68号
（3）《财政部 发展改革委 生态环境部 市场监管总局关于调整优化节能产品环境标志产品政府采购执行机制的通知》（财库〔2019〕9号）
（4）《关于促进残疾人就业政府采购政策的通知》（财库[2017]141号）
（5）《关于运用政府采购政策支持乡村产业振兴的通知》财库〔2021〕19号
（6）《陕西省财政厅关于印发<陕西省中小企业政府采购信用融资办法>的通知》（陕财办采〔2018〕23号）
（7）《关于进一步加大政府采购支持中小企业力度的通知》财库〔2022〕19号
（8）其他需要落实的政府采购政策
（七）本项目非专门面向中小企业。
（八）特别注意：
（1）采购文件要求签字或盖章之处，非法人单位均参照执行。
（2）投标人需要在线提交所有通过电子化交易平台实施的政府采购项目的投标文件，同时，线下提交投标文件正本壹份、副本贰份、电子版壹份（U盘一套标明投标人名称，单独密封），纸质投标文件双面打印。
（3）线下纸质投标文件递交截止时间：同在线递交电子投标文件截止时间一致；线下纸质投标文件递交地点：西安市雁展路1111号莱安中心T6-15层。如需邮寄投标文件，仅接受顺丰速运（联系人：温虎、联系电话：029-81206622-820）。",陕西省,信息技术,陕西开源招标有限公司,zhaobiao_1767007279_15.txt,zhaobiao,公开招标,服务
461,11000025210200130186-XM008,2025年北京同仁医院医用设备购置项目（四）,11000025210200130186-XM008,2025年北京同仁医院医用设备购置项目（四）,首都医科大学附属北京同仁医院,北京市东城区东交民巷1号,58265737,,,,包号,包号,1,详见招标文件,160.0,详见第五章《采购需求》。,公开招标,2025年12月29日 14:47,2025年12月29日 14:47,"1.
本项目需要落实的政府采购政策：
（1）
鼓励节能、环保政策：依据《财政部发展改革委生态环境部市场监管总局关于调整优化节能产品、环境标志产品政府采购执行机制的通知（财库（
2019
）
9
号）》执行。
（2）
扶持中小企业政策：本项目不专门面向中小企业预留份额，即评审时小型和微型企业产品享受
10%
的价格折扣。监狱企业视同小型、微型企业。残疾人福利性单位视同小型、微型企业。不重复享受政策。
（3）
本项目采购标的接受进口产品情况：本项目是否接受进口产品见第五章《采购需求》。
2.
申请人的资格要求补充：
（1）
被“信用中国”网站（
www.creditchina.gov.cn
）列入失信被执行人和重大税收违法案件当事人名单的、被“中国政府采购网”网站（
www.ccgp.gov.cn
）列入政府采购严重违法失信行为记录名单（处罚期限尚未届满的）的供应商，不得参与本项目的政府采购活动。
（2）
单位负责人为同一人或者存在直接控股、管理关系的不同供应商，不得参加同一包的投标或者未划分包的同一招标项目的投标。
1)
本条所指单位负责人为同一人指单位法定代表人或者法律、行政法规规定代表单位行使职权的主要负责人。
2)
本条所指控股关系指单位或股东的控股关系。控股股东指
:
a.
出资额占有限责任公司资本总额百分之五十以上或者其持有的股份占股份有限公司股本总额百分之五十以上的股东；
b.
出资额或者持有股份的比例不足百分之五十，但其出资额或者持有的股份所享有的表决权已足以对股东会、股东大会的决议产生重大影响的股东。
3)
本条所指管理关系指不具有出资持股关系的其他单位之间存在的管理与被管理关系。
注：本条所指的控股、管理关系仅限于直接控股、直接管理关系，不包括间接控股或管理关系。
（3）
为本采购项目提供过整体设计、规范编制或者项目管理、监理、检测等服务的供应商及其附属机构，不得再参加本采购项目的投标活动。
（4）
按照招标公告要求购买了招标文件。
（5）
符合法律、行政法规规定的其他要求。
3.
本项目采用电子化与线下流程结合招标方式，请供应商认真学习北京市政府采购电子交易平台发布的相关操作手册（供应商可在交易平台下载相关手册），办理
CA
数字证书或电子营业执照、进行北京市政府采购电子交易平台注册绑定，并认真核实
CA
数字证书或电子营业执照情况确认是否符合本项目电子化采购流程要求。
CA
数字证书服务热线
010-58511086
电子营业执照服务热线
400-699-7000
技术支持服务热线
010-86483801
（1）
办理
CA
数字证书或电子营业执照
供应商登录北京市政府采购电子交易平台查阅“用户指南”—“操作指南”—“市场主体
CA
办理操作流程指引”
/
“电子营业执照使用指南”，按照程序要求办理。
（2）
注册
供应商登录北京市政府采购电子交易平台“用户指南”—“操作指南”—“市场主体注册入库操作流程指引”进行自助注册绑定。
（3）
驱动、客户端下载
供应商登录北京市政府采购电子交易平台“用户指南”—“工具下载”—“招标采购系统文件驱动安装包”下载相关驱动。
供应商登录北京市政府采购电子交易平台“用户指南”—“工具下载”—“投标文件编制工具”下载相关客户端。
（4）
获取电子招标文件
供应商使用
CA
数字证书或电子营业执照登录北京市政府采购电子交易平台获取电子招标文件。
供应商如计划参与多个采购包的投标，应在登录北京市政府采购电子交易平台后，在【我的项目】栏目依次选择对应采购包，进入项目工作台招标
/
采购文件环节分别按采购包下载招标文件电子版。未在规定期限内按上述操作获取文件的投标无效。
（5）
编制电子投标文件（本项目不适用）
供应商应使用电子投标客户端编制电子投标文件并进行线上投标，供应商电子投标文件需要加密并加盖电子签章，如无法按照要求在电子投标文件中加盖电子签章和加密，请及时通过技术支持服务热线联系技术人员。
（6）
提交电子投标文件（本项目不适用）
供应商应于投标截止时间前在北京市政府采购电子交易平台提交电子投标文件，上传电子投标文件过程中请保持与互联网的连接畅通。
（7）
电子开标（本项目不适用）
供应商在开标地点使用
CA
数字证书或电子营业执照登录北京市政府采购电子交易平台进行电子开标。
4.
本项目资金情况：财政性资金，资金已落实。",北京市,医疗健康,中技国际招标有限公司,zhaobiao_1767007284_16.txt,zhaobiao,公开招标,设备
462,N5134012025000258,2025年进口医疗设备采购项目(二次),N5134012025000258,2025年进口医疗设备采购项目(二次),西昌市人民医院,西昌市顺河路169号,0834-2171187,,,,详见采购需求附件,详见采购需求附件,1,详见招标文件,46.0,采购包1：自合同签订之日起30日,公开招标,2025年12月29日 14:46,2025年12月29日 14:46,"1、计划编号:51340125210200004961
2、采购预算：
采购包1：
采购包预算金额（元）: 460,000.00
采购包最高限价（元）: 460,000.00
3、采购品目编码及名称：A02320500医用超声波仪器及设备
4、监督管理部门:西昌市财政局，联系电话:0834-3229654，地址:西昌市石塔街25号。
5、本项目实行电子化采购，使用的电子化交易系统为：四川省政府采购一体化平台的项目电子化交易系统（以下简称“项目电子化交易系统”），登录方式及地址：通过四川政府采购网（www.ccgp-sichuan.gov.cn）首页供应商用户登录四川省政府采购一体化平台（以下简称“采购一体化平台”），进入项目电子化交易系统。供应商应当按照以下要求，参与本次电子化采购活动。
（一）供应商应当自行在四川政府采购网-办事指南查看相应的系统操作指南，并严格按照操作指南要求进行系统操作。在登录、使用采购一体化平台前，应当按照要求完成供应商注册和信息完善，加入采购一体化平台供应商库。
(二)供应商应当使用纳入全国公共资源交易平台（四川省）数字证书互认范围的数字证书及签章（以下简称“互认的证书及签章”）进行系统操作。供应商使用互认的证书及签章登录采购一体化平台进行的一切操作和资料传递，以及加盖电子签章确认采购过程中制作、交换的电子数据，均属于供应商真实意思表示，由供应商对其系统操作行为和电子签章确认的事项承担法律责任。
已办理互认的证书及签章的供应商，校验互认的证书及签章有效性后，即可按照系统操作要求进行身份信息绑定、权限设置和系统操作；未办理互认的证书及签章的供应商，按要求办理互认的证书及签章并校验有效性后，按照系统操作要求进行身份信息绑定、权限设置和系统操作。互认的证书及签章的办理与校验，可查看四川政府采购网-办事指南。
供应商应当加强互认的证书及签章日常校验和妥善保管，确保在参加采购活动期间互认的证书及签章能够正常使用；供应商应当严格互认的证书及签章的内部授权管理，防止非授权操作。
（三）供应商应当自行准备电子化采购所需的计算机终端、软硬件及网络环境，承担因准备不足产生的不利后果。
（四）采购一体化平台技术支持：
在线客服：通过四川政府采购网-在线客服进行咨询
400服务电话：4001600900
CA及签章服务：通过四川政府采购网-办事指南进行查询",四川省,医疗健康,四川成与诚招标代理有限公司,zhaobiao_1767007286_17.txt,zhaobiao,公开招标,设备
463,11000025210200153225-XM001,暖心计划保险项目其他金融服务采购项目,11000025210200153225-XM001,暖心计划保险项目其他金融服务采购项目,北京市计划生育协会,北京市通州区达济街6号院1号楼,55532179,,,,包号,包号,1,详见招标文件,7080.39843,保险合同约定的保险生效日开始至合同履行完毕。,公开招标,2025年12月29日 14:45,2025年12月29日 14:45,"1
本项目需要落实的政府采购政策：《中华人民共和国政府采购法》（主席令第68号）、《关于中国环境标志产品政府采购实施的意见》（财库[2006]90号）、《国务院办公厅关于建立政府强制采购节能产品制度的通知》（国办发【2007】51号）、《关于开展政府采购信用担保试点工作的通知》（财库【2011】124号）、《关于印发《政府采购促进中小企业发展管理办法》的通知》（财库【2020】46号）、《财政部、司法部关于政府采购支持监狱企业发展有关问题的通知》（财库【2014】68号、《三部门联合发布关于促进残疾人就业政府采购政策的通知》（财库〔2017〕141号）等。
2
本项目的采购年限为年、预算金额为万元、当年安排数为万元。（本项目不适用）
3
其他事项：
3.1本项目采用全流程电子化采购方式，请供应商认真学习北京市政府采购电子交易平台发布的相关操作手册（供应商可在交易平台下载相关手册），办理 CA数字证书或电子营业执照、进行北京市政府采购电子交易平台注册绑定，并认真核实 CA数字证书或电子营业执照情况确认是否符合本项目电子化采购流程要求。（本项目不适用）
CA数字证书服务热线 010-58511086
电子营业执照服务热线 400-699-7000
技术支持服务热线 010-86483801
3.1.1办理 CA数字证书或电子营业执照
供应商登录北京市政府采购电子交易平台查阅 “用户指南”—“操作指南”—“市场主体 CA办理操作流程指引”/“电子营业执照使用指南”，按照程序要求办理。
3.1.2注册
供应商登录北京市政府采购电子交易平台 “用户指南 ”—“操作指南 ”—“市场主体注册入库操作流程指引”进行自助注册绑定。
3.1.3驱动、客户端下载
供应商登录北京市政府采购电子交易平台“用户指南”—“工具下载”—“招标采购系统文件驱动安装包”下载相关驱动。
供应商登录北京市政府采购电子交易平台 “用户指南 ”—“工具下载 ”—“投标文件编制工具”下载相关客户端。
3.1.4获取电子招标文件
供应商使用 CA数字证书或电子营业执照登录北京市政府采购电子交易平台获取电子招标文件。
供应商如计划参与多个采购包的投标，应在登录北京市政府采购电子交易平台后，在【我的项目】栏目依次选择对应采购包，进入项目工作台招标 /采购文件环节分别按采购包下载招标文件电子版。未在规定期限内按上述操作获取文件的采购包，供应商无法提交相应包的电子投标文件。
3.1.5编制电子投标文件
供应商应使用电子投标客户端编制电子投标文件并进行线上投标，供应商电子投标文件需要加密并加盖电子签章，如无法按照要求在电子投标文件中加盖电子签章和加密，请及时通过技术支持服务热线联系技术人员。
3.1.6提交电子投标文件
供应商应于投标截止时间前在北京市政府采购电子交易平台提交电子投标文件，上传电子投标文件过程中请保持与互联网的连接畅通。
3.1.7电子开标
供应商在开标地点使用 CA数字证书或电子营业执照登录北京市政府采购电子交易平台进行电子开标。
3.2
采用线上获取招标文件，线下递交纸质投标文件的方式（本项目适用）
3.2.1办理CA认证证书
供应商登录北京市政府采购电子交易平台查阅 “用户指南”—“操作指南”—“市场主体CA办理操作流程指引”，按照程序要求办理。
3.2.2注册
供应商登录北京市政府采购电子交易平台“用户指南”—“操作指南”—“市场主体注册入库操作流程指引”进行自助注册绑定。
3.2.3驱动、客户端下载
供应商登录北京市政府采购电子交易平台“用户指南”—“工具下载”—“招标采购系统文件驱动安装包”下载相关驱动。
3.2.4获取电子招标文件
供应商持CA数字认证证书登录北京市政府采购电子交易平台获取电子招标文件。未在规定期限内通过北京市政府采购电子交易平台获取招标文件的投标按资格审查无效处理。",北京市,服务业,北京宏信天诚国际招标有限公司,zhaobiao_1767007291_18.txt,zhaobiao,公开招标,服务
